,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
419,Everything Must Go,2010,R,14 Oct 2011,97 min,Drama,Dan Rush,"Dan Rush, Raymond Carver (short story ""Why Don't You Dance"")","Will Ferrell, Christopher Jordan Wallace, Rebecca Hall, Michael Peña","After Nick is fired from his sales job, mostly because of his penchant for alcohol, he comes home and finds that his wife has kicked him and all of his stuff out of the house and onto the front lawn. He is pretty intent on just sitting in his chair, drinking beer, on the lawn. His cop friend, Frank Garcia, thinks he should at least pretend to have a yard sale to make it legal. He slowly starts making friends with a neighborhood kid who needs something to do, and a pregnant wife who has just moved in across the street, and Nick finds himself moving on and selling all his stuff.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjEwMjI0NjU2NF5BMl5BanBnXkFtZTcwMDk5Mjc4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.4,"48,408",tt1531663,movie,06 Aug 2013,"$2,711,643",Temple Hill,N/A,True
420,Monsters,2010,R,03 Dec 2010,94 min,"Adventure, Drama, Romance, Sci-Fi, Thriller",Gareth Edwards,Gareth Edwards,"Scoot McNairy, Whitney Able, Mario Zuniga Benavides, Annalee Jefferies","Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over North America. Soon after, new life forms began to appear and half of Mexico was quarantined as an INFECTED ZONE. Today, the American and Mexican military still struggle to contain ""the creatures""...... Our story begins when a US journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the US border.","English, Spanish","UK, Mexico, Guatemala",Nominated for 1 BAFTA Film Award. Another 14 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMjE4MzMyNjExMl5BMl5BanBnXkFtZTcwMzI5NjM3Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.4,"88,350",tt1470827,movie,01 Nov 2016,"$237,301",Vertigo,N/A,True
421,The Raven,2012,R,27 Apr 2012,110 min,"Crime, Mystery, Thriller",James McTeigue,"Hannah Shakespeare, Ben Livingston","John Cusack, Luke Evans, Alice Eve, Brendan Gleeson","This movie is set in the mid 1800s and involves poet Edgar Allan Poe. A serial killer is on the loose and murdering people using Poe's descriptions from his published stories and poems. Poe teams up with Detective Fields, a Baltimore policeman to try and catch the killer by using his knowledge of the descriptions. Even though the stories are fictional, they start to become reality and the killer is a step ahead of them. Then it takes on a personal note as Poe's lover becomes a target. Will they stop the killer in time?",English,"USA, Spain, Hungary, Serbia",5 nominations.,https://m.media-amazon.com/images/M/MV5BNTU4OGY5MjYtNTg5Zi00NGEyLTlhYTgtMTU3NzBmYmMzYWU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.4,"82,738",tt1486192,movie,08 Oct 2012,"$16,008,272","Pioneer Pictures, Intrepid Pictures, Galavis Film, FilmNation Entertainment, Relativity Media",N/A,True
422,King of Thorn,2009,TV-MA,01 May 2010,120 min,"Animation, Adventure, Horror, Mystery, Sci-Fi, Thriller",Kazuyoshi Katayama,"Yuji Iwahara (manga), Kazuyoshi Katayama (screenplay), Akiko Yajima, Hiroshi Yamaguchi (screenplay)","Kana Hanazawa, Toshiyuki Morikawa, Eri Sendai, Sayaka Ôhara","A mysterious virus, nicknamed Medusa, is spreading around Japan, turning its victims into stone. Given the impossibility of finding an immediate cure, the government opts for cryopreserving a select group of patients until they come up with a solution. Kasumi, one of the chosen ones, has been asleep for years and her awakening, more than a bed of roses, is a bed of thorns, and happens in the midst of total chaos where monstrous creatures lie in wait all around. Based on Yuji Iwahara's manga by the same name, King of Thorn puts animated images to a sensational cross between Aliens and the series Lost. Enigmatic and highly explosive.","Japanese, English",Japan,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNTdlOWY2YWEtYTMwYS00MGI0LWJlMzctZGY3YzY3NWUxOTkxXkEyXkFqcGdeQXVyOTExODQ3OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}]",N/A,6.4,"2,502",tt1690483,movie,30 Nov 2016,N/A,N/A,N/A,True
423,Crash,1996,NC-17,21 Mar 1997,100 min,Drama,David Cronenberg,"J.G. Ballard (novel), David Cronenberg","James Spader, Holly Hunter, Elias Koteas, Deborah Kara Unger","Since a road accident left him with serious facial and bodily scarring, a former TV scientist has become obsessed by the marriage of motor-car technology with what he sees as the raw sexuality of car-crash victims. The scientist, along with a crash victim he has recently befriended, sets about performing a series of sexual acts in a variety of motor vehicles, either with other crash victims or with prostitutes whom they contort into the shape of trapped corpses. Ultimately, the scientist craves a suicidal union of blood, semen, and engine coolant, a union with which he becomes dangerously obsessed.","English, Swedish","Canada, UK",9 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BZjlhMDBlNDQtMjZkZi00NzJmLWI4MTgtZDdkMzZmZDcyZGNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.4,"53,260",tt0115964,movie,17 Nov 1998,"$2,664,812",N/A,N/A,True
424,We're Not Married!,1952,Approved,17 Dec 1952,86 min,"Comedy, Romance",Edmund Goulding,"Nunnally Johnson (screenplay), Dwight Taylor (adaptation), Gina Kaus (story), Jay Dratler (story)","Ginger Rogers, Fred Allen, Victor Moore, Marilyn Monroe","A Justice of the Peace performed weddings a few days before his license was valid. A few years later five couples learn they have never been legally married. Annabel Norris, already Mrs. Mississippi and ready to enter the Mrs. America contest, is now free to enter the Miss Mississippi contest.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMmQyODc5OGYtMWE3OC00YjdjLTg0MGItNDgxYzlhNjkyOGExXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}]",N/A,6.4,"1,818",tt0045317,movie,25 Nov 2015,N/A,N/A,N/A,True
425,As the Gods Will,2014,TV-MA,15 Nov 2014,117 min,"Adventure, Horror, Sci-Fi, Thriller",Takashi Miike,"Muneyuki Kaneshiro (manga), Akeji Fujimura (manga), Hiroyuki Yatsu (screenplay)","Nijirô Murakami, Ryûnosuke Kamiki, Lily Franky, Hirona Yamazaki","A 2nd-year high school student named Shun Takahata lives an ordinary teenage life until one day he's suddenly forced to participate in a series of children's games such as ""Daruma-san ga Koronda"" with death as the penalty for losing. With no knowledge of who's behind the games, he's left with no other choice but to keep winning as his only means of protecting himself and his childhood friend, Ichika. Meanwhile, a troubled classmate named Takeru seems to actually be relishing the opportunity to get other students killed.",Japanese,Japan,1 win.,https://m.media-amazon.com/images/M/MV5BMTY4NjA4MDQwOF5BMl5BanBnXkFtZTgwNDYyNDU0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.4,"4,913",tt3354222,movie,05 Jun 2018,N/A,Toho Company Ltd.,N/A,True
426,Triple Frontier,2019,R,13 Mar 2019,125 min,"Action, Adventure, Crime, Thriller",J.C. Chandor,"Mark Boal (story by), Mark Boal (screenplay by), J.C. Chandor (screenplay by)","Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund","Loyalties are tested when five friends and former special forces operatives reunite to take down a South American drug lord, unleashing a chain of unintended consequences.","English, Spanish, Portuguese",USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BODU4MzM2MDAxMl5BMl5BanBnXkFtZTgwNDEzNjM0NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.4,"112,315",tt1488606,movie,15 Mar 2019,N/A,Atlas Entertainment,N/A,True
427,Origin: Spirits of the Past,2006,Not Rated,07 Jan 2006,94 min,"Animation, Adventure, Drama, Family, Fantasy, Sci-Fi",Keiichi Sugiyama,"Umanosuke Iida (original story), Nana Shiina (screenplay), Naoko Kakimoto (screenplay)","Ryô Katsuji, Aoi Miyazaki, Yûko Kotegawa, Masaru Hamaguchi","It is 300 years into the future. Earth's environment had been devastated by mankind's own foolish plans and humankind is beleaguered by the sentient forests which they have awoken. The world balance is tipped when a young boy named Agito stumbles across a machine that glowed in a strange blue hue inside a forbidden sanctuary. The machine, which has preserved a beautiful girl named Tula from the past, is activated. Tula has a ""mission"" that had been entrusted to her by the past ...",Japanese,Japan,1 nomination.,https://m.media-amazon.com/images/M/MV5BZmQ2MGE5NmEtYWM1OS00ZDc3LWJlNTMtNGU3YTQ1NDVlNDdiXkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.5,"4,520",tt0493247,movie,04 May 2017,N/A,N/A,N/A,True
428,Step Up Revolution,2012,PG-13,27 Jul 2012,99 min,"Drama, Music, Romance",Scott Speer,"Amanda Brody, Duane Adler (characters)","Cleopatra Coleman, Ryan Guzman, Misha Gabriel Hamilton, Michael 'Xeno' Langebeck","The Mob sets the dancing against the vibrant backdrop of Miami. Emily arrives in Miami with aspirations of becoming a professional dancer and soon falls in love with Sean, a young man who leads a dance crew in elaborate, cutting-edge flash mobs, called ""The Mob"". When a wealthy business man threatens to develop The Mob's historic neighborhood and displace thousands-of people, Emily must work together with Sean and The Mob to turn their performance art into protest art, and risk losing their dreams to fight for a greater cause.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjg1NjgyOTM2OF5BMl5BanBnXkFtZTcwMDIxMDE2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.4,"54,189",tt1800741,movie,01 Jul 2014,"$35,074,677","Summit Entertainment, Offspring Entertainment",N/A,True
429,The Craft,1996,R,03 May 1996,101 min,"Drama, Fantasy, Horror, Thriller",Andrew Fleming,"Peter Filardi (story), Peter Filardi (screenplay), Andrew Fleming (screenplay)","Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True","A new girl moves to a new city with her family to start a new life. She meets up with the girls who are very interested in the occult and together, the four of them have a seemingly unstopable power. They can do anything, from getting thier dream guys to like them to... the possibilities are limitless.","English, French",USA,1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BZTBkMWE1NGItZTgxMi00ZTE0LWIzZjAtNzQ5ZGZlZTQxN2EwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.4,"80,776",tt0115963,movie,12 Feb 2014,"$24,819,936",Columbia Pictures Corporation,N/A,True
430,Turkish Ice-Cream,2019,N/A,15 Mar 2019,123 min,"Drama, History, War",Can Ulkay,"Taylan Atalay (dialogue), Gurkan Tanyas","Ali Atay, Erkan Kolçak Köstendil, Sebnem Bozoklu, Will Thorp",The two Turks went to Australia. They provide their livelihood by selling ice-cream with a wheelbarrow and camel show in festivals. In 1915 they learned that there was a war in the country....,"Turkish, English",Turkey,N/A,https://m.media-amazon.com/images/M/MV5BMmJhMDk4N2YtNWQwOS00YmRlLTk4NTYtZWNlNzNlN2M2Nzg4XkEyXkFqcGdeQXVyOTQ1Mzg0Mzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"4,055",tt9034290,movie,N/A,N/A,N/A,N/A,True
431,When We First Met,2018,TV-14,09 Feb 2018,97 min,"Comedy, Fantasy, Romance",Ari Sandel,John Whittington,"Adam Devine, Alexandra Daddario, Shelley Hennig, Andrew Bachelor","Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later, she's engaged to someone else. Noah returns in a time machine to fix things.","English, Mandarin",USA,N/A,https://m.media-amazon.com/images/M/MV5BMzM1OTI4NDM4Nl5BMl5BanBnXkFtZTgwMDAwODg2NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.4,"43,433",tt5783956,movie,09 Feb 2018,N/A,"Wonderland Sound and Vision, Netflix, Footprint Features, MXN Entertainment",N/A,True
432,Over the Moon,2020,PG,23 Oct 2020,95 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Sci-Fi","Glen Keane, John Kahrs(co-director)","Audrey Wells, Jennifer Yee McDevitt (additional screenplay material by), Alice Wu (additional screenplay material by)","Glen Keane, Brycen Hall, Ruthie Ann Miles, John Cho","In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess.","English, Chinese","China, USA",Nominated for 1 Oscar. Another 2 wins & 58 nominations.,https://m.media-amazon.com/images/M/MV5BNTI0ZjVhM2ItMmFkOS00ZmFiLTg4NGQtODJjNTZmMDYxMWMyXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.4,"17,093",tt7488208,movie,23 Oct 2020,N/A,"Pearl Studio, Glen Keane Productions, Netflix, Janet Yang Productions",N/A,True
433,The World Is Yours,2018,TV-MA,15 Aug 2018,102 min,"Comedy, Crime",Romain Gavras,"Karim Boukercha (adaptation), Karim Boukercha (screenplay), Noé Debré (adaptation), Noé Debré (screenplay), Romain Gavras (adaptation), Romain Gavras (screenplay)","Karim Leklou, Isabelle Adjani, Vincent Cassel, Oulaya Amamra","A small-time dealer dreams of another life but can't afford it. To escape, he must accept one last job involving Spain, drugs, the Illuminati and his overbearing mother.","French, English, Spanish, Arabic",France,1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BYzA1Y2Q4NTEtMGE3NS00MmMyLTkxNTEtNTRhZGFmYmZkNGYyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.4,"3,791",tt6892462,movie,30 Nov 2018,N/A,"NJJ Entertainment, Iconoclast, StudioCanal, Chi-Fou-Mi Productions, 120 Films",N/A,True
434,Spiral,2007,PG-13,27 Jan 2007,90 min,"Drama, Thriller","Adam Green, Joel David Moore","Jeremy Danial Boreing, Joel David Moore","Annie Neal, Joel David Moore, Zachary Levi, Lori Yohe","A reclusive telemarketer has only one semblance of a friend: His telecommuter boss. But the telemarketer's social circle seems to improve greatly when a whimsical co-worker enters his life. Only, as he begins to sketch his new friend's portrait, disturbing ""voices"" from the phone man's past threaten to lead him into a network of destruction.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNTA4MzA3YmEtZmU2Yy00OTdhLThhMWQtNjgzYjE1MTVlYTgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.4,"3,597",tt0491162,movie,13 Aug 2017,"$3,072","ArieScope Pictures, Coattails Entertainment",N/A,True
435,Purple Violets,2007,N/A,20 Feb 2009,103 min,"Comedy, Drama, Romance",Edward Burns,Edward Burns,"Annette Arnold, Max Baker, Selma Blair, James Biberi","In New York City, thirty-three year old Patti Petalson is unhappy with her life. Her passion is literature, she having published one book of short stories ten years ago, but not having written anything since. Instead to earn a living, she sells real estate, a job and for a boss she hates. And although unspoken, she hates her husband, self-absorbed restaurateur Chazz Coleman, who doesn't listen to her and does whatever he wants regardless of her. While out for dinner, Patti and her BFF, schoolteacher Kate Scott, run into Brian Callahan and Michael Murphy, who were once Patti and Kate's respective boyfriends, the four who used to do everything together while they were in college, with both relationships ending twelve years ago as they were graduating. Kate has never forgiven self-described lowbrow Murph, now a successful lawyer despite his lack of academic smarts, for what she believed was a sexual indiscretion, while Murph outwardly just wants the opportunity to apologize. However, there is an unspoken attraction still between Patti and Brian. Brian is also somewhat unhappy with his current life. He is a successful writer of a series of what he considers ""pulp fiction"" detective novels, but has just written his first serious novel - one he doesn't admit to anyone is semi-autobiographical in that its lead character is a man trying to rise to greatness out of mediocrity - which is being panned by the critics, with his fans refusing to read it. He is dating twenty-five year old record company executive Bernadette, the two of them who live in separate generations and as such don't really understand each other. As Patti, Brian, Kate and Murph reconnect, the questions become whether there is a second life for them as couples, and specifically for Patti and Brian if their reconnection can elevate them into being the writers they truly want to be.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjAwOTU3Nzk4MV5BMl5BanBnXkFtZTcwMzU2NzAzMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.4,"3,107",tt0491109,movie,26 Aug 2008,N/A,Marlboro Road Gang,N/A,True
436,Legend,1985,PG,18 Apr 1986,94 min,"Adventure, Fantasy, Romance",Ridley Scott,William Hjortsberg,"Tom Cruise, Mia Sara, Tim Curry, David Bennent",A demon who seeks to create eternal night by destroying the last of the unicorns and marrying a fairy princess is opposed by the forest boy Jack and his elven allies in this magical fantasy. Two different versions of this picture feature soundtracks by either Tangerine Dream or Jerry Goldsmith.,"English, Italian","USA, UK",Nominated for 1 Oscar. Another 1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BYTAxZmQ4YzktNTI3Yi00MjgzLTg0YzMtODdmMWVmODUzNjJmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,6.5,"60,933",tt0089469,movie,03 Dec 2015,"$15,502,112","Universal Pictures, Embassy International Pictures",N/A,True
437,Blood Work,2002,R,09 Aug 2002,110 min,"Action, Crime, Drama, Mystery, Thriller",Clint Eastwood,"Michael Connelly (novel), Brian Helgeland (screenplay)","Clint Eastwood, Jeff Daniels, Anjelica Huston, Wanda De Jesus","Retired FBI profiler Terry McCaleb (Eastwood), who has recently had a heart transplant, is hired by Graciela Rivers (De Jesus), to investigate the death of her sister, Gloria, who happens to have given McCaleb his heart. On the case, he soon deduces that the killer, who staged the murder to look like a random robbery, may actually be a serial killer Terry was trailing for years in the FBI. Can the elderly and feeble McCaleb, who had intended to spend his retirement living on his boat in the Los Angeles harbor, and who can't drive, and has to nap regularly, muster up the endurance to find the killer?","English, Spanish",USA,2 wins.,https://m.media-amazon.com/images/M/MV5BMTIxMDMzMDk1NV5BMl5BanBnXkFtZTYwNzgxNDY3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.4,"42,556",tt0309377,movie,01 Nov 2009,"$26,235,081",Malpaso Company,N/A,True
438,The Commune,2016,Not Rated,19 May 2017,111 min,Drama,Thomas Vinterberg,"Tobias Lindholm, Mogens Rukov (play), Thomas Vinterberg (play), Thomas Vinterberg","Ulrich Thomsen, Fares Fares, Trine Dyrholm, Lars Ranthe","A story about the clash between personal desires, solidarity and tolerance in a Danish commune in the 1970s.",Danish,"Denmark, Sweden, Netherlands",6 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BMTRhMzYxMzUtMmQ4NC00MGNiLWJmNTUtYzhmOTBmZTg0NjM1XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.4,"6,865",tt3082854,movie,19 May 2017,"$38,737",Zentropa Entertainments,N/A,True
439,Mr. Jealousy,1997,R,05 Jun 1998,103 min,"Comedy, Romance",Noah Baumbach,Noah Baumbach,"Eric Stoltz, Annabella Sciorra, Chris Eigeman, Carlos Jacott","A writer becomes obsessed with his girlfriends former boyfriend, now a very successful novelist. To discover if the ex-boyfriend still has feeling for his old love, the writer joins the novelist's group therapy meetings.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTUzYWM1NDItMmYwNC00ZTA4LTg2MjktOGI5Y2NlNjRlOGZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.4,"2,007",tt0119717,movie,15 Aug 2017,"$301,796",Joel Castleberg Productions,N/A,True
440,Tales from Earthsea,2006,PG-13,29 Jul 2006,115 min,"Animation, Adventure, Fantasy",Gorô Miyazaki,"Ursula K. Le Guin (novel), Gorô Miyazaki (screenplay), Keiko Niwa (screenplay), Hayao Miyazaki (concept)","Jun'ichi Okada, Aoi Teshima, Bunta Sugawara, Yûko Tanaka","Something bizarre has come over the land. The kingdom is deteriorating. People are beginning to act strange... What's even more strange is that people are beginning to see dragons, which shouldn't enter the world of humans. Due to all these bizarre events, Ged, a wandering wizard, is investigating the cause. During his journey, he meets Prince Arren, a young distraught teenage boy. While Arren may look like a shy young teen, he has a severe dark side, which grants him strength, hatred, ruthlessness and has no mercy, especially when it comes to protecting Teru. For the witch Kumo this is a perfect opportunity. She can use the boy's ""fears"" against the very one who would help him, Ged.","Japanese, English","Japan, USA",3 nominations.,https://m.media-amazon.com/images/M/MV5BZGFlN2FhYTktZGYzNi00MzllLWFlOTAtY2ExNjRjZjhkZWM2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.4,"36,310",tt0495596,movie,01 Jan 1998,"$48,658",N/A,N/A,True
441,Metroland,1997,R,21 Aug 1998,101 min,"Comedy, Drama",Philip Saville,"Julian Barnes (novel), Adrian Hodges (screenplay)","Christian Bale, Emily Watson, Lee Ross, Elsa Zylberstein","After ten years absence Toni, Chris's best friend, suddenly reappears in London to bring chaos and doubt into Chris's calm, tranquil, slightly boring, predictable life. Chris starts to remember his carefree youth as a photographer in Paris when he lived with and enjoyed a torrid affair with Annick. It was also in Paris that he first met and fell in love with Marion. The temptations and pressure exerted on Chris by Toni to return to their former carefree life of sex, drugs and rock'n'roll soon starts to have an impact on Chris's marriage. He starts to question his values, his lifestyle choices and his relationship with Marion and even suspects her of starting an affair with Toni whom she dislikes! Eventually circumstances come to a head and Chris is forced to decide whether to follow Toni back to the hedonistic, irresponsible life of his youth or face the harsh realities of the present and stay with Marion.",English,"Spain, France, UK",N/A,https://m.media-amazon.com/images/M/MV5BMTg0ZTUwYTctOWUwNi00MjYwLWI0MzYtMjgwYmI4MTNkMzQ4XkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.4,"3,176",tt0119665,movie,N/A,"$26,682",N/A,N/A,True
442,Detective Dee: The Four Heavenly Kings,2018,TV-MA,27 Jul 2018,132 min,"Action, Adventure, Drama, Fantasy",Hark Tsui,Chia-Lu Chang,"Carina Lau, Mark Chao, Shaofeng Feng, Sichun Ma",Detective Dee is forced to defend himself against the accusations of Empress Wu while investigating a crime spree.,Mandarin,"China, Hong Kong",1 win & 18 nominations.,https://m.media-amazon.com/images/M/MV5BNTRmMzI4OGEtZmJkZC00MjZkLTkyYTEtOGVkZTc3ODlhYzc1XkEyXkFqcGdeQXVyNjgwNTk4Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.4,"2,369",tt6869538,movie,13 Nov 2018,"$262,963",N/A,N/A,True
443,Snowball Express,1972,G,22 Jun 1973,93 min,"Comedy, Family",Norman Tokar,"Don Tait (screenplay), Jim Parker (screenplay), Arnold Margolin (screenplay), Frankie O'Rear (book), John O'Rear (book)","Dean Jones, Nancy Olson, Harry Morgan, Keenan Wynn","When John Baxter inherits a ski resort in the Rocky Mountains, he quits his job in New York and moves the family west to run it. Only to find that the place is a wreck. But together they decide to try to fix it up and run it. But Martin Ridgeway, who wants the property, does everything he can to ensure it will fail.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODFiYWVmZjItNGQ2Ni00Yjg4LWI3ZmUtMWU2YTcxMDk5ZGM3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.4,"1,580",tt0069291,movie,07 Aug 2015,N/A,N/A,N/A,True
444,What the Bleep!?: Down the Rabbit Hole,2006,PG,23 Mar 2006,156 min,"Documentary, Drama","William Arntz, Betsy Chasse, Mark Vicente",N/A,"Marlee Matlin, Elaine Hendrix, Barry Newman, Armin Shimerman","Interviews with scientists and authors, animated bits, and a storyline involving a deaf photographer are used in this docudrama to illustrate the link between quantum mechanics, neurobiology, human consciousness and day-to-day reality.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU1NDE4MjY0Ml5BMl5BanBnXkFtZTcwMDMyNDIzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.5,"2,687",tt0499596,movie,N/A,"$138,913",N/A,N/A,True
