,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
568,The Grand Duel,1972,R,N/A,98 min,Western,Giancarlo Santi,Ernesto Gastaldi,"Lee Van Cleef, Alberto Dentice, Jess Hahn, Horst Frank","Philipp Wermeer has been framed for the murder of a powerful figure known as The Patriarch. Wermeer escapes, but the three Saxon brothers, sons of The Patriarch, have arranged for a large bounty on Wermeer's head. Clayton is a grizzled ex-sheriff stripped of his office in Jefferson after refusing to acknowledge Wermeer's guilt. During a series of fire-fights, Clayton contrives to help Wermeer escape from attacks of bounty-hunters. Together, the two make their way to Jefferson, where they can confront the three powerful Saxon brothers, and reveal the surprising truth about who killed The Patriarch.",Italian,"Italy, West Germany, France, Monaco",N/A,https://m.media-amazon.com/images/M/MV5BNWM0NDZmYTMtMDI3Ny00YTAyLWE3ZDktMTFiZmM3ZTI2ZmY5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}]",N/A,6.5,"2,654",tt0068657,movie,09 Jul 2016,N/A,"Mount Street Film, Terra-Filmkunst, Corona Film",N/A,True
569,Extra Ordinary,2019,R,06 Mar 2020,94 min,"Comedy, Fantasy, Horror","Mike Ahern, Enda Loughman","Demian Fox (additional writing by), Maeve Higgins (additional writing by), Mike Ahern, Enda Loughman","Maeve Higgins, Barry Ward, Will Forte, Claudia O'Doherty","Rose, a mostly sweet and lonely Irish driving instructor, must use her supernatural talents to save the daughter of Martin (also mostly sweet and lonely) from a washed-up rock star who is using her in a Satanic pact to reignite his fame.",English,"Ireland, Belgium, Finland, UK",15 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BOTZiMzZiNTktZGRkNi00Yzc4LWEyZTYtMTEzOGZjOTFkNWZkXkEyXkFqcGdeQXVyMTI4Mjg4MjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.5,"8,245",tt8233874,movie,13 Jan 2020,"$164,346","Good Deed Entertainment, Umedia, Blinder Films",N/A,True
570,Mayor Grom: Chumnoy Doktor,2021,N/A,01 Apr 2021,136 min,"Action, Adventure",Oleg Trofim,"Evgeny Eronin, Artyom Gabrelyanov, Aleksandr Kim, Roman Kotkov, Nikolay Titov, Valentina Tronova","Tikhon Zhiznevskiy, Aleksandr Seteykin, Lyubov Aksyonova, Aleksey Maklakov",Police Major Igor Grom is known throughout St. Petersburg for his penetrative character and irreconcilable attitude towards criminals of all stripes. But everything changes dramatically ...,Russian,Russia,N/A,https://m.media-amazon.com/images/M/MV5BMDY2Mzk1NjgtOGM2My00Yzc0LTljOWUtM2U2MWUzYTA4MzlmXkEyXkFqcGdeQXVyMjUwNjY5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,950,tt7601480,movie,N/A,N/A,N/A,N/A,True
571,Godzilla vs. Kong,2021,PG-13,31 Mar 2021,113 min,"Action, Sci-Fi, Thriller",Adam Wingard,"Terry Rossio (story by), Michael Dougherty (story by), Zach Shields (story by), Eric Pearson (screenplay by), Max Borenstein (screenplay by)","Alexander Skarsgård, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry",The epic next chapter in the cinematic Monsterverse pits two of the greatest icons in motion picture history against one another - the fearsome Godzilla and the mighty Kong - with humanity caught in the balance.,"English, American Sign Language","USA, Australia, Canada, India",N/A,https://m.media-amazon.com/images/M/MV5BZmYzMzU4NjctNDI0Mi00MGExLWI3ZDQtYzQzYThmYzc2ZmNjXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.5,"127,056",tt5034838,movie,31 Mar 2021,"$95,475,216","Warner Bros., Legendary Entertainment",N/A,True
572,"Where'd You Go, Bernadette",2019,PG-13,16 Aug 2019,109 min,"Comedy, Drama",Richard Linklater,"Richard Linklater (screenplay by), Holly Gent (screenplay by), Vincent Palmo Jr. (screenplay by), Maria Semple (based on the novel written by)","Cate Blanchett, Billy Crudup, Emma Nelson, Kristen Wiig",A loving mom becomes compelled to reconnect with her creative passions after years of sacrificing herself for her family. Her leap of faith takes her on an epic adventure that jump-starts her life and leads to her triumphant rediscovery.,English,USA,Nominated for 1 Golden Globe. Another 3 nominations.,https://m.media-amazon.com/images/M/MV5BNDZiY2MyN2ItZjYyMi00YWNiLTk3NTQtNzk3YWFlOTg1MzViXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.5,"18,184",tt2365580,movie,27 Aug 2019,"$9,198,356","Les Films Séville, Annapurna Pictures, Color Force, Detour Filmproduction, Entertainment One",N/A,True
573,Gladiator,1992,R,06 Mar 1992,101 min,"Action, Drama, Sport",Rowdy Herrington,"Djordje Milicevic (story), Robert Mark Kamen (story), Lyle Kessler (screenplay), Robert Mark Kamen (screenplay)","James Marshall, Richard Lexsee, T.E. Russell, Cuba Gooding Jr.",A story of two teenagers trapped in the world of illegal underground boxing. One is fighting to save his fathers life and using the money pay off gambling debts accumulated by his father. The second is fighting for the money to get out of the ghettos. While being exploited by a boxing promoter the two teens become friends. An explosive ending puts the two friends in the ring against each other in a fight for survival.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BM2U0NWE2ZDMtOGMzZS00MjRlLTgyNTItMTgwNTFjNjcyNDk2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.5,"8,454",tt0104346,movie,16 Apr 2012,"$9,223,441","Columbia Pictures Corporation, Price Entertainment",N/A,True
574,The Gnome-Mobile,1967,Approved,19 Jul 1967,84 min,"Adventure, Family, Fantasy",Robert Stevenson,"Ellis Kadison (screenplay), Upton Sinclair (book)","Walter Brennan, Matthew Garber, Karen Dotrice, Richard Deacon","An eccentric millionaire and his grandchildren are embroiled in the plights of some forest gnomes who are searching for the rest of their tribe. While helping them, the millionaire is suspected of being crazy because he's seeing gnomes! He's committed, and the niece and nephew and the gnomes have to find him and free him.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODIyZWY3MjItZmZjOS00NTMwLWIzMzQtODdmYzQyOTYxZDhiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}]",N/A,6.5,"2,020",tt0061715,movie,01 Mar 2016,N/A,N/A,N/A,True
575,Animal World,2018,Not Rated,29 Jun 2018,132 min,"Action, Fantasy, Sci-Fi, Thriller",Yan Han,"Nobuyuki Fukumoto (comic ""Tobaku mokushiroku Kaiji""), Yan Han (screenplay)","Yifeng Li, Yunhe Yi, Bingkun Cao, Yijuan Li",A man finds himself deep in debt and is coerced to board a ship that hosts a risky gambling party.,"Hindi, Mandarin, English, Italian, French, Arabic",China,6 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMjhjY2E3MzMtZDBmMC00YmJlLWFkMjEtZTZhYjYyNWIyZDVlXkEyXkFqcGdeQXVyODk5NDYzNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",N/A,6.5,"3,844",tt7946836,movie,28 Sep 2018,N/A,"Beijing Ruyi Xinxin Film Investment, Enlight Pictures",N/A,True
576,Nowhere to Hide,1999,R,31 Jul 1999,112 min,"Action, Drama",Myung-se Lee,Myung-se Lee,"Joong-Hoon Park, Sung-Ki Ahn, Jang Dong-Gun, Ji-Woo Choi",A chase film in which cops try to catch a master of disguise. This is a film as much about the joy of filmmaking as it is about a deadly pursuit.,Korean,South Korea,10 wins.,https://m.media-amazon.com/images/M/MV5BM2EyNjMwYzYtODkyZC00YzNlLTkxM2UtN2Q1ODc3Y2JjYjhjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.5,"1,869",tt0223530,movie,03 Oct 2015,"$22,007","Samboo Finance Entertainment, Kookmin Venture Capital, Fox Video Korea, Cinema Service, Taewon Entertainment",N/A,True
577,Fireflies in the Garden,2008,R,17 Jul 2008,99 min,Drama,Dennis Lee,"Robert Frost (poem), Dennis Lee","Ryan Reynolds, Willem Dafoe, Emily Watson, Carrie-Anne Moss","A family with an abusive father, a sensitive son, and a mother out of her depth: we see them when Michael is about 12 and when he's in his 30's, a writer of romance novels, going home for his mother and sister's college graduations. We go back and forth between the two periods: when Michael is a boy, the pressure builds to the point when the thin thread keeping them as a family threatens to break, and there's a fight. During Michael's trip home, there's an unexpected death which prolongs his stay and brings to the light his relationship with his father, his aunt, and her young children. Michael's estranged wife joins them for the funeral.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTQ2NjMzMzIzN15BMl5BanBnXkFtZTcwMDM2MzU3Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.5,"12,508",tt0961108,movie,09 Jan 2014,"$70,600",Senator Entertainment,N/A,True
578,The Education of Charlie Banks,2007,R,27 Apr 2007,100 min,Drama,Fred Durst,Peter Elkoff,"Jesse Eisenberg, Jason Ritter, Chris Marquette, Eva Amurri Martino","The Education of Charlie Banks is a coming of age tale that spans from the playgrounds of lower Manhattan to the idyllic greens of a fictional liberal arts college in upstate New York. Set during the eighties, it is a story about change, inevitability, and ultimately, about facing one's fears.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjE5MjY2MTI3NF5BMl5BanBnXkFtZTcwNTU4NjAzMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.5,"4,928",tt0783515,movie,11 Apr 2017,"$15,078",Strongheart Pictures,N/A,True
579,Brown Sugar,2002,PG-13,11 Oct 2002,109 min,"Romance, Comedy, Drama, Music",Rick Famuyiwa,"Michael Elliot (story), Michael Elliot (screenplay), Rick Famuyiwa (screenplay)","Taye Diggs, Sanaa Lathan, Yasiin Bey, Nicole Ari Parker","This romantic comedy centers on a romance between an A&R exec, Dre, at a hip-hop label and a magazine editor, Sidney, who have known each other since childhood.. They find themselves drifting towards being more than friends, even as Dre is engaged, and Sidney starts being wooed by a handsome basketball player.",English,USA,2 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BNDU4ODk1NzM0Ml5BMl5BanBnXkFtZTYwOTcxMDg5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.6,"8,606",tt0297037,movie,25 Nov 2015,"$27,363,891",Evergreen Productions,N/A,True
580,Jonah: A VeggieTales Movie,2002,G,04 Oct 2002,82 min,"Animation, Adventure, Comedy, Drama, Family, Musical","Mike Nawrocki, Phil Vischer","Phil Vischer, Mike Nawrocki","Phil Vischer, Mike Nawrocki, Tim Hodge, Lisa Vischer","When the singing Veggies encounter some car trouble, they're stranded at old, rundown seafood joint where nothing is quite as it seems. As Bob the Tomato and the kids settle in to wait for a tow truck to help get their van back on the road, the ""Pirates Who Don't Do Anything"" share a little story about a guy named Jonah. Jonah was kind of like a mailman except his messages came straight from God. Jonah loves his job, until the day comes when he has to deliver a message to the people of Nineveh. Instead of carrying out his mission, Jonah turns and sets sail in the opposite direction onboard a pirate ship. Soon Jonah embarks on an adventure that leads him into the belly of a whale, and to the heart of Nineveh for a hilarious showdown.",English,"USA, UK",2 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0OTk5MTk0M15BMl5BanBnXkFtZTYwNTgxMDg5._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.5,"3,928",tt0298388,movie,23 Mar 2017,"$25,581,229",Big Idea Productions Inc.,N/A,True
581,Tom Thumb,1958,Approved,25 Mar 1959,98 min,"Family, Fantasy, Musical",George Pal,"Ladislas Fodor (screenplay), Jacob Grimm (based on a story from the pen of), Wilhelm Grimm (based on a story from the pen of)","Russ Tamblyn, Alan Young, June Thorburn, Terry-Thomas","A boy, no bigger than a thumb, manages to outwit two thieves determined to make a fortune from him.",English,"UK, USA",Won 1 Oscar. Another 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjIzYTQ5YWMtZGMyZS00YjA0LThmZjgtZjViNDVjODg4YmFkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.5,"2,335",tt0052427,movie,N/A,N/A,Galaxy Films,N/A,True
582,Big Trouble,2002,PG-13,05 Apr 2002,85 min,"Comedy, Crime, Thriller",Barry Sonnenfeld,"Dave Barry (novel), Robert Ramsey (screenplay), Matthew Stone (screenplay)","Tim Allen, Rene Russo, Stanley Tucci, Tom Sizemore","A chain of events starts with the arrival of a mysterious suitcase in Miami. Arthur Herk, a corrupt business owner, wants to get his hands on the case. At the same time, two hit men want him whacked. Tired of his constant fixation on drinking and television, Herk's wife Anna and daughter Jenny decide to find new love interests in divorced dad Eliot Arnold and his son Matt. To add more complication, two thieves decide to steal the case and lead a Miami police team and two FBI agents on a wild goose chase that ends inside the Miami airport terminal.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMGExOThjYjMtYzA2MC00OTZhLWEzMDYtMTAwZmViMGU4OTE4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.5,"19,817",tt0246464,movie,10 Aug 2016,"$7,267,307","Sundale Productions Inc., Touchstone Pictures, Sonnenfeld Josephson Worldwide Ent., Jacobson Company",N/A,True
583,Party Girl,1995,R,09 Jun 1995,94 min,Comedy,Daisy von Scherler Mayer,"Harry Birckmayer (story), Daisy von Scherler Mayer (story), Sheila Gaffney (story), Harry Birckmayer (screenplay), Daisy von Scherler Mayer (screenplay)","The Lady Bunny, Lum Chang Pang, Parker Posey, Anthony DeSando","Party girl Mary gets bailed out of jail by her librarian godmother. She starts working at the library, slowly fills her empty brain.","English, Arabic",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNDkxZTY2YzctMDkxNy00NzA0LWE3MDYtNmRlMGQyZGNjZWIxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.6,"4,653",tt0114095,movie,15 Nov 2018,"$472,370",Party Productions,N/A,True
584,Child 44,2015,R,17 Apr 2015,137 min,"Crime, Drama, History, Mystery, Thriller",Daniel Espinosa,"Richard Price (screenplay), Tom Rob Smith (novel)","Xavier Atkins, Mark Lewis Jones, Tom Hardy, Joel Kinnaman","Based on the first of a trilogy by Tom Rob Smith and set in the Stalin era of the Soviet Union. The plot is about an idealistic pro-Stalin security officer who decides to investigate a series of child murders in a country where supposedly this sort of crime doesn't exist. The state would not hear of the existence of a child murderer let alone a serial killer. He gets demoted and exiled but decides, with just the help of his wife, to continue pursuing the case.","English, Russian","Czech Republic, UK, USA, Russia",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTk1NTkxOTc5Nl5BMl5BanBnXkFtZTgwODI0NTg0NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.5,"67,228",tt1014763,movie,26 Aug 2016,"$1,224,330",Scott Free Productions,N/A,True
585,"Not for, or Against (Quite the Contrary)",2003,N/A,05 Mar 2003,111 min,"Crime, Drama",Cédric Klapisch,"Santiago Amigorena (scenario and dialogue), Cédric Klapisch (scenario and dialogue), Alexis Galmot (scenario and dialogue)","Marie Gillain, Vincent Elbaz, Simon Abkarian, Zinedine Soualem","""Ni Pour, Ni Contre"" tracks the fall of a young TV camerawoman, Caty, after she becomes involved with a group of petty criminals and their enigmatic leader, Jean. The gang lives hand-to-mouth until the day Jean plans a daring bank robbery. Although other gang members feel out of their league, Jean persuades them to take part and Caty finds herself in a hellish world of betrayal, violence and murder.","French, English",France,N/A,https://m.media-amazon.com/images/M/MV5BMjE4NDAxODg4OV5BMl5BanBnXkFtZTcwNjExNDEyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}]",N/A,6.5,"1,791",tt0298082,movie,08 Jan 2008,N/A,Bac Films,N/A,True
586,On the Rocks,2020,R,23 Oct 2020,96 min,"Comedy, Drama, Romance",Sofia Coppola,Sofia Coppola,"Bill Murray, Rashida Jones, Marlon Wayans, Jessica Henwick",A young mother reconnects with her larger-than-life playboy father on an adventure through New York.,English,USA,1 win & 41 nominations.,https://m.media-amazon.com/images/M/MV5BZTEwY2M0NzAtYjBiMi00Yzg3LWE0ZGYtYTYwODEzMWU0MDFhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.5,"25,320",tt9606374,movie,23 Oct 2020,N/A,"A24, American Zoetrope",N/A,True
587,The Serpent and the Rainbow,1988,R,05 Feb 1988,98 min,"Fantasy, Horror",Wes Craven,"Wade Davis (inspired by the book), Richard Maxwell (screenplay), Adam Rodman (screenplay)","Bill Pullman, Cathy Tyson, Zakes Mokae, Paul Winfield","In 1985, after a successful research in Amazonas, Dr. Dennis Alan from Harvard is invited by the president of a Boston pharmaceutics industry, Andrew Cassedy, to travel to Haiti to investigate the case of a man named Christophe that died in 1978 and has apparently returned to life. Andrew wants samples of the voodoo drug that was used in Christophe to be tested with the intention of producing a powerful anesthetic. Dr. Alan travels to meet Dr. Marielle Duchamp that is treating Christophe and arrives in Haiti in a period of revolution. Soon Alan is threatened by the chief of the feared Tonton Macuse Dargent Peytraud, who is a torturer and powerful witch. Alan learns that death is not the end in the beginning of his journey to hell.","English, French, Spanish",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNTM1ZDhiZmEtZmFiOS00ZTE4LTk1OTctOTBhOTFhMDBkODFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.5,"22,373",tt0096071,movie,19 Aug 2008,"$19,595,031",N/A,N/A,True
588,Paulie,1998,PG,17 Apr 1998,91 min,"Adventure, Comedy, Drama, Family",John Roberts,Laurie Craig,"Gena Rowlands, Tony Shalhoub, Cheech Marin, Bruce Davison","Paulie, an intelligent parrot who actually talks, relates the story of his struggle to a Russian immigrant who works as a janitor at the research institute where he is housed and neglected. Paulies story begins many years earlier when he is given as a gift to a little girl who stutters. Eventually, he teaches the girl to speak correctly but is taken away by her father because he believes the girl cannot distinguish fantasy from reality because she believes the bird can talk. Paulie goes through a series of adventures with a pawn shop owner, an ageing widow, a Mexican-American troubadour and a would be thief before being taken to the institute where he now lives.","English, Spanish",USA,2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BY2MwZjM2NTYtNmU5Zi00NWM3LTg1ZWUtMjJkZTkxMTcwNWY4XkEyXkFqcGdeQXVyNjg4NzYzMzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}]",N/A,6.5,"14,491",tt0125454,movie,10 Aug 2016,"$26,875,268","Mutual Film Company, DreamWorks SKG",N/A,True
589,Under the Silver Lake,2018,R,19 Apr 2019,139 min,"Crime, Drama, Mystery, Thriller",David Robert Mitchell,David Robert Mitchell,"Andrew Garfield, Wendy Vanden Heuvel, Deborah Geffner, Riley Keough","Sam, a disenchanted young man, finds a mysterious woman swimming in his apartment's pool one night. The next morning, she disappears. Sam sets off across LA to find her, and along the way he uncovers a conspiracy far more bizarre.",English,USA,3 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BYjY0NTA5MGItNDU1Yy00ZmE3LWI5NGItZDY5OGUxZjYzZGQ5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.5,"34,872",tt5691670,movie,23 Apr 2019,"$46,083","Salem Street Entertainment, A24, Pastel, Vendian Entertainment, Mongrel Media",N/A,True
590,Battle for Terra,2007,PG,01 May 2009,85 min,"Animation, Action, Adventure, Family, Sci-Fi, Thriller",Aristomenis Tsirbas,"Evan Spiliotopoulos (screenplay), Aristomenis Tsirbas (story)","Chad Allen, Rosanna Arquette, Bill Birch, Brooke Bloom","BATTLE for TERRA is a fantastic journey to worlds we have only dreamed of. It is a story of friendship, family, sacrifice and most importantly, the realization that all of our survival relies on our earth's precious natural resources.",English,USA,4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ4NDc1NTYwM15BMl5BanBnXkFtZTcwODY3MTUzMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.5,"11,384",tt0858486,movie,06 Oct 2016,"$1,647,083",Snoot Entertainment,N/A,True
591,Johnny Tremain,1957,Approved,19 Jun 1957,80 min,"Adventure, Family, History, War",Robert Stevenson,"Thomas W. Blackburn (screenplay), Esther Forbes (book)","Hal Stalmaster, Luana Patten, Jeff York, Sebastian Cabot","In colonial Boston, a young silversmith's apprentice injures his hand, and finds himself befriended by the Sons of Liberty and caught up in events of the American Revolution.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOTk1NTg1NjctZjMwNy00NmNhLTljNjctNDU3NmQ2YjkxYmZmXkEyXkFqcGdeQXVyMDI3OTIzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,6.5,"1,630",tt0050567,movie,01 Mar 2016,N/A,Walt Disney Productions,N/A,True
592,The Day I Saw Your Heart,2011,Not Rated,20 Apr 2011,98 min,"Comedy, Drama",Jennifer Devoldère,"Jennifer Devoldère, Romain Lévy (collaboration), Cécile Sellam (collaboration)","Mélanie Laurent, Michel Blanc, Florence Loiret Caille, Claude Perron","Justine, a defiant young woman, navigates the madness of love and family in fast-paced contemporary Paris and flits from one boyfriend to the next while her immature father secretly befriends them all.",French,France,3 wins.,https://m.media-amazon.com/images/M/MV5BMTUzNjcyNjM2M15BMl5BanBnXkFtZTgwNTkyMDg0MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]",N/A,6.5,"1,542",tt1753792,movie,N/A,"$3,546",N/A,N/A,True
593,Hollywood or Bust,1956,Not Rated,24 Dec 1956,95 min,"Comedy, Musical",Frank Tashlin,Erna Lazarus,"Dean Martin, Jerry Lewis, Pat Crowley, Maxie Rosenbloom","The last movie with Jerry Lewis and Dean Martin together, is a satire of the life in Hollywood. Steve Wiley is a deceiver who cheats Malcolm Smith when he wins a car, claiming that he won it too. Trying to steal the car, Steve tells Malcolm that he lives in Hollywood, next to Anita Ekberg's. When Malcom hears that, they both set out for Hollywood and the adventure begins...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZWY0NTliYmEtOTlkOS00OTgzLWE0NDAtZjgxM2JhZDUxZjI1XkEyXkFqcGdeQXVyNDY2NTc1ODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}]",N/A,6.5,"1,916",tt0049322,movie,10 Dec 2019,"$3,300,000",Hal Wallis Productions,N/A,True
594,Have a Nice Day,2017,N/A,12 Jan 2018,77 min,"Animation, Comedy, Crime, Drama",Jian Liu,Jian Liu,"Changlong Zhu, Kai Cao, Jian Liu, Siming Yang",A city in southern China and a bag containing a million yuan draw several people from diverse backgrounds with different personal motives into a bloody conflict.,Mandarin,China,8 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BZDExYTVjOTAtNDZkMC00ODgxLTk0YmMtOGYzNmU3ZGQ1OWVmXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.5,"1,792",tt6451304,movie,21 Apr 2018,"$79,393",N/A,N/A,True
595,Oscar,1991,PG,26 Apr 1991,109 min,"Comedy, Crime",John Landis,"Claude Magnier (play), Michael Barrie (screenplay), Jim Mulholland (screenplay)","Peter Riegert, Chazz Palminteri, Joey Travolta, Paul Greco","Angelo ""Snaps"" Provolone made his dying father a promise on his deathbed: he would leave the world of crime and become an honest businessman. Despite having no experience in making money in a legal fashion, Snaps sets about to keep his promise. He is faced with numerous problems: henchmen who know nothing but crime, the police who are convinced he is hatching a master plan, and Oscar, who has just got his daughter pregnant.","English, Italian",USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMjRhYjg3YWEtOTYzZS00ZWY5LWJkNmEtYWE0YmQ3NDY2OWZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.6,"30,207",tt0102603,movie,04 Mar 2016,"$23,562,716",Touchstone Pictures,N/A,True
