,title,quote
2730,killing zoe,"In Paris, it's good to smell like you've been fucking to make them respect you."
2731,killing zoe,Ox! Where is thy yoke?
2732,killing zoe,Sometimes you just need the honesty and security of a whore.
2733,king kong,"So what are you, Mr. Driscoll, a lion, or a chimpanzee?"
2734,king kong,She doesn't want the chocolate...
2735,king kong,Taxi! Follow that ape!
2736,king kong,"No! Let him go, it's me he wants!"
2737,king kong,"For God's sake, Denham, leave the native alone."
2738,king kong,"Don't be alarmed, ladies and gentlemen. Those chains are made of chrome steel."
2739,king kong,"Don't worry, Preston. I've had a lot of practice at this. I'm real good at crapping the crappers."
2740,king kong,Good things never last Mr. Denham.
2741,king kong,"You don't have to be nervous, Miss Darrow."
2742,king kong,That's a funny one. Isn't that funnier?
2743,king kong,"God damn it, Preston, all you had to do was look her in the eye and lie!"
2744,king kong,"What are you, an idiot? Do you think they ever asked Cecil B. DeMille if he wasted his time on nudie shots? No! They respected the filmmaker! They showed some class! Not that YOU would know what class is, you cheap lowlife!"
2745,king kong,"What are you trying to do, put the whole ship to sleep?"
2746,king kong,There's only one creature capable of leaving a footprint that size. The Abominable Snowman.
2747,king kong,Stop! We've got to go back! They've taken Ann!
2748,klute,"Men would pay $200 for me, and here you are turning down a freebie. You could get a perfectly good dishwasher for that."
2749,knight moves,You shouldn't have said those horrible things about me... you don't know what I am
2750,knight moves,Pain. Pain is just a state of mind. It's something you learn to live with; I have.
2751,knight moves,"You're acting like a superstitious schoolboy, Peter. What's next, incense and Rosary beads?"
2752,knight moves,"I've got a drunk for a wife and a lunatic for a son. I don't need this shit anymore. You're crazy, both of you."
2753,knight moves,Eventually revenge is carefully arranged.
2754,knight moves,You couldn't find your dick in a windstorm.
2755,kundun,I will liberate those not liberated. I will release those not released. I will relieve those unrelieved. And set living beings in nirvana.
2756,kundun,Thus by the virtue that has collected through all that I have done may the pain of every living creature be completely cleared away.
2757,kundun,"I see a safe journey, I see a safe return."
2758,kundun,They have taken away our silence.
2759,kung fu panda,"I just ate, so I'm still digesting, so my kung fu may not be as good as later on."
2760,kung fu panda,"Well done, students... *if* you were trying to disappoint me."
2761,kung fu panda,Legend tells of a legendary warrior whose kung fu skills were the stuff of legend.
2762,kung fu panda,Wow! I've only seen paintings of that painting!
2763,kung fu panda,One often meets his destiny on the road he takes to avoid it.
2764,kung fu panda,There is now a level zero.
2765,kung fu panda,We are noodle folk. Broth runs through our veins.
2766,kung fu panda,I'm not hungry... Master.
2767,kung fu panda,This'll be easier than I thought.
2768,kung fu panda,The Scroll has given him power... NOOO!
2769,kung fu panda,"Careful, that soup is... sharp!"
2770,kung fu panda,"The Furious Five! You look a lot bigger than your action figures! Except you, Mantis. You're about the same."
2771,kung fu panda,"He was so deadly, in fact, that his enemies would go blind from over-exposure to pure awesomeness!"
2772,kung fu panda,"He's too fast... Sorry, Po!"
2773,kung fu panda,"Hey, what you got? You got nothing because I got it right here. You picking on my friends? Get ready to feel the thunder. Come out with the crazy feet. What you goin' to do about the crazy feet. I'm a blur! I'm a blur! You never seen *Bear* style!"
2774,kung fu panda,"I know you're trying to be all mystical and Kung Fu-ey, but could you tell me where we're going?"
2775,kung fu panda,There is no charge for awesomeness... or attractiveness.
2776,kung fu panda,The Sword of Heroes! Said to be so sharp you can get cut just by looking at - Ow!
2777,l'avventura,Giulia is like Oscar Wilde. Give her all the luxuries and she will manage without the little necessities.
2778,la battaglia di algeri,"The word ""torture"" doesn't appear in our orders. We've always spoken of interrogation as the only valid method in a police operation directed against unknown enemies. As for the NLF, they request that their members, in the event of capture, should maintain silence for twenty-four hours, and then they may talk. So, the organization has already had the time it needs to render any information useless. What type of interrogation should we choose, the one the courts use for a murder case, that drags on for months?"
2779,la battaglia di algeri,"To know them means to eliminate them. Consequently, the military aspect is secondary to the police method."
2780,lake placid,"I'm a civilian, not a trout - you have no authority over me whatsoever."
2781,lake placid,"You know, sheriff, when friends or family say certain things, they tend not to register. So it helps to hear it from a complete stranger... you're fat."
2782,lake placid,"We, uh, trapped him with our chopper."
2783,lake placid,I will NOT calm down! This is the second time I've been hit with a severed head and I DON'T LIKE IT!
2784,land of the dead,We do not negotiate with terrorists!
2785,land of the dead,Fucking Spic bastard!
2786,land of the dead,"In a world where the dead are returning to life, the word ""trouble"" loses much of its meaning."
2787,land of the dead,"What happened, Riley, did you get fucked?"
2788,land of the dead,You're dead. You really are *dead*!
2789,land of the dead,I don't usually need that many.
2790,last chance harvey,I think I'm more comfortable with being disappointed. I think I'm angry at you for trying to take that away.
2791,law abiding citizen,"I'm gonna pull the whole thing down. I'm gonna bring the whole fuckin' diseased, corrupt temple down on your head. It's gonna be biblical."
2792,law abiding citizen,"Like I said Clyde, it's a decision you'll have to live with for the rest of your life. Which I figure right now is about 25 more seconds."
2793,law abiding citizen,It's not what you know. It's what you can prove in court.
2794,le grand bleu,"A thousand commanders, and we get the Belgian from Alcoholics Anonymous!"
2795,le grand bleu,Two DOLLARS? You didn't even need to catch the fish! It died of CANCER!
2796,le grand bleu,"Ah, I was 17! I was so in love with her, I tried to die for her. Two years later I can't even remember her name. Time, erases everything."
2797,le grand bleu,"...So, between Mamma, Roberto and Alfredo, we yell and scream at each other all day long. Except for Angelica, she just cries. And then finally, we all end up kissing. Can you explain that to me? Because *that's* what love is all about. It's a pain in the ass, but it keeps us together."
2798,leaving las vegas,"You're sick... that's all I have in cash. Now please, don't drink it in here."
2799,leaving las vegas,"See how hard you make me, angel?"
2800,leaving las vegas,"That's nice talk, Ben - keep drinking. Between the 101-proof breath and the occasional bits of drool, some interesting words come out."
2801,leaving las vegas,You go back to your hotel and I'll go back to my glamorous life of being alone. The only thing I have to come home to is a bottle of mouthwash to get the taste of cum out of my mouth. I'm tired of being alone. That's what I'm tired of.
2802,leaving las vegas,"I'll tell you, right now... I'm in love with you. But, be that as it may, i am not here to force my twisted soul into your life."
2803,legally blonde,Do you think she woke up one morning and said: I think I'll go to law school today.
2804,legally blonde,"And last week I saw Cameron Diaz at Fred Segal, and I talked her out of buying this truly heinous angora sweater. Whoever said orange was the new pink was seriously disturbed."
2805,legally blonde,So what's this Vivian got that you don't have? Three tits?
2806,legally blonde,"If I want to be a Senator, I need to marry a Jackie, not a Marilyn."
2807,legally blonde,"So what's a girl to do? He's a guy who followed his pecker to greener pastures. I'm a middle aged, high school drop out with stretch marks and a fat ass."
2808,legally blonde,If you're going to let one stupid prick ruin your life... you're not the girl I thought you were.
2809,legally blonde,There's nothing I love better than a dumb blonde with Daddy's plastic.
2810,legally blonde,"Oh, my God, the bend and snap works every time!"
2811,legally blonde,"I just don't think that Brooke could've done this. Exercise gives you endorphins. Endorphins make you happy. Happy people just don't shoot their husbands, they just don't."
2812,legally blonde,The rules of hair care are simple and finite. Any Cosmo girl would have known.
2813,legally blonde,"Because I'm not a Vanderbilt, suddenly I'm white trash? I grew up in Bel Air, Warner. Across the street from Aaron Spelling. I think most people would agree that's a lot better than some stinky old Vanderbilt."
2814,legally blonde,Uh. I'm sorry. I just hallucinated.
2815,legally blonde,I feel comfortable using legal jargon in everyday life.  I object.
2816,legally blonde,Isn't it the first cardinal rule of perm maintenance that you are forbidded to wet your hair for at least 24 hours after getting a perm at the risk of deactivating the ammonium thioglycolate?
2817,legend,Love you say? Well love is another matter.
2818,legend,I require the solace of the shadows and the dark of the night. Sunshine is my destroyer.
2819,legend,"Neither country proverb nor King's command could keep me from the woods, today."
2820,legend,What care I for human hearts? Soft and spiritless as porridge! A faerie's heart beats fierce and free!
2821,legend,Mortal world turned to ice... Here be goblin paradise!
2822,legion,Don't be afraid. I just want to play with the baby.
2823,legion,"When I was a little girl, my mother would remind me each night before bed, to open up my heart to God, for He was kind, merciful, and just. Things changed when my father left a few years later, leaving her to raise me and my brothers in a place on the edge of the Mojave Desert. She never talked of a kind and merciful God again. Instead she spoke of a prophecy. Of a time when all the world would be covered in darkness and the fate of mankind would be decided. One night, I finally got the courage to ask my mother why God had changed, why He was so mad at His children. ""I don't know,"" she said, tucking the covers around me, ""I guess He just got tired of all the bullshit."""
2824,legion,"When I was a kid, my father would sit by my bed every night before I went to sleep. And he's say to me, ""Percy, if you don't wake up tomorrow, if it turns out that today is your last day on earth. Will you be proud of what you've done in this life? Because if you ain't, you better start getting square."""
2825,liar liar,"I wish, for just one day, Dad couldn't tell a lie."
2826,liar liar,"The pen is blue, the pen is blue, the goddamn pen is blue!"
2827,liar liar,Am I too late? Have you been sexually molested yet because I can circle the block.
2828,life,Looks like Jonesy got his walking papers.
2829,life,We got thirty-six cases of booze. That's better than money.
2830,life,"I don't believe in this ""before Abe"" shit."
2831,life,"Yo' hand is nice and supple, like a lady!"
2832,life,"You just committed suicide, boy."
2833,life,I appreciate you going through all the trouble over my cornbread; you don't get a lot of compliments around here.
2834,life as a house,"You know the great thing, though, is that change can be so constant you don't even feel the difference until there is one. It can be so slow that you don't even notice that your life is better or worse, until it is. Or it can just blow you away, make you something different in an instant. It happened to me."
2835,life as a house,Hindsight. It's like foresight without a future.
2836,life as a house,I'm not even listening.
2837,life as a house,Thank you for talking about me behind my back - that'll be useful in court.
2838,life as a house,What kind of mother can't stand her own son?
2839,life as a house,It's not my back that's killing me.
2840,life as a house,Why can't you all just die and leave me alone?
2841,life as a house,Build this house with me.
2842,life as a house,Sam! We're almost done.
2843,life as a house,"Do I still Love you? Absolutely. There is not a doubt in my mind. Through all my mind, my ego... I was always faithful in my Love for you. That I made you doubt it, that is the great mistake of a Life full of mistakes. The truth doesn't set us free, Robin. I can tell you I Love you as many times as you can stand to hear it and all that does, the only thing, is remind us... that Love is not enough. Not even close."
2844,little nicky,Oh angels don't get older sweety. I called him sweety!
2845,little nicky,"Grandpa Lucifer always said it was better to rule in Hell than to serve in Heaven. Well, I'm tired of serving in Hell."
2846,little nicky,"Remember, you have to shove a pineapple up Hitler's ass at 4 p.m..."
2847,little nicky,"Super devil juice? Gimme that, little girl!"
2848,little nicky,Even in hell I get no respect.
2849,little nicky,"The last time I saw a pair of jugs that big, two hillbillies were blowing on them."
2850,little nicky,I'm from the South. The Deep South.
2851,little nicky,That guy is still the biggest horndog.
2852,little nicky,"I never been to Earth, Dad! I never even slept over some other dude's house!"
2853,little nicky,"Look, it's okay for me to shit in the street, but *you* gotta use a toilet."
2854,little nicky,"I don't know what that guys problem is, it's freezing up here!"
2855,little nicky,"The last time you said everything was alright, the Renaissance happened."
2856,little nicky,Why do you taunt me with your darkness? Your evil is stinkin' up our streets! The end is near! We are all gonna die!
2857,little nicky,Get this shit outta here!
2858,little nicky,Now that hurt the both of us.
2859,little nicky,I hear a train a-comin'!
2860,living in oblivion,"Great! I freak in your dream, I freak out in my dream, no wonder I'm so fucking exhausted."
2861,living in oblivion,"Bob, what the fuck is with that smoke, man? Whaddya got in there, a couple of hamsters blowing smoke rings, ferchrissakes?"
2862,"lock, stock and two smoking barrels",This is fucked. No money. No weed. Its all been replaced by a pile of corpses.
2863,"lock, stock and two smoking barrels","I don't know. What I do know is there's no more Harry. Which means there's no more debt. And if there's no more debt, there's no more problem. And there's no problem with the neighbors... because they're all dead. And I think, if I get this right, we haven't done anything wrong... we're in the clear."
2864,"lock, stock and two smoking barrels","You're not funny, Tom. You're fat, and look as though you should be, but you're not."
2865,"lock, stock and two smoking barrels",OY! Keep your fingers out of my soup!
2866,logan's run,Everything made sense... until Box.
2867,logan's run,"The naming of cats is a difficult matter, it's not just one of your holiday games. You may think at first I'm mad as a hatter, when I tell you that each cat's got three different names."
2868,logan's run,You're beautiful. Let's have sex.
2869,logan's run,Logan... you renewed!
2870,logan's run,"Fish, plankton, sea greens... protein from the sea!"
2871,lone star,"Ben, if you mixed drinks that way you mixed metaphors, you'd be out of a job..."
2872,lone star,"Son, you got a talent for stating the obvious."
2873,lone star,"Back in the 1960's, a reporter from a national magazine went to the governor of our Lone Star state, and asked, ""Governor, what's your idea of what a real Texan ought to be?"" And the governor said, ""Son, that's easy. Just go down to Rio County and get a look at Sheriff Buddy Deeds."""
2874,lone star,I remember Charlie Wade come to my father's hardware store once. I was just a little boy. And I'd heard stories about how he shot this'un and how he shot that'un. The man winked at me. I peed my pants. Just winked at me.
2875,lone star,"This beaner fare doesn't agree with me, but the price sure is right."
2876,lone star,"Hey, look at all this will ya? Tackle, boat... All just to catch a little ol' fish minding his own business down at the bottom of the lake. Hardly seems worth the effort, does it, Sam?"
2877,lone star,Here... This big fella was sleeping in a crate at Cisco's junkyard. Right when I was gonna open to see what was in her. Jumped right at my face. Scared me so bad I had to kill him without thinking. Gotta be careful where you go pokin'. Who knows what you'll find.
2878,lone star,"You oughta put up a banner: ""Frontera, Texas: gateway to inexpensive pussy."""
2879,lone star,"No telling yet if there's been a crime, but this country's seen a fair amount of disagreements over the years."
2880,lone star,All my mother does is work. That's how you get to be Spanish.
2881,lone star,"If I met you for the first time today, I'd still want to be with you."
2882,lord of illusions,"You ever watched a man die? If you watch very closely, you can sometimes see the soul escaping. And if you're very quick, you can catch it."
2883,lord of illusions,Are you ready for my wisdom?
2884,lord of the rings the two towers,"We be nice to them, if they be nice to us."
2885,lord of the rings the two towers,"It's talking, Merry. The tree is talking."
2886,lord of the rings the two towers,You could have picked a better spot.
2887,lord of the rings the two towers,"No, my lord - let him go. Enough blood has been spilt on his account."
2888,lord of the rings the two towers,"You must understand, young Hobbit, it takes a long time to say anything in Old Entish. And we never say anything unless it is worth taking a long time to say."
2889,lord of the rings the two towers,Don't follow the lights.
2890,lord of the rings the two towers,My home is deep in the forest near the roots of the mountains.
2891,lord of the rings the two towers,There is no promise you can make that I can trust.
2892,lord of the rings the two towers,"I found it, I did. A way through the marshes. Orcs don't use it. Orcs don't know it. They go round for miles and miles. Come hobbitses, soft and quick as shadows we must be."
2893,lord of the rings the two towers,They run as if the very whips of their masters were behind them.
2894,lord of the rings the two towers,"The fires of Isengard will spread, and the forests of Tuckborough and Buckland will burn. And all that was once great and good in this world will be gone. There won't *be* a Shire, Pippin."
2895,lord of the rings the two towers,"I know your face, Eowyn."
2896,lord of the rings the two towers,"Maybe he does deserve to die, but now that I see him I do pity him."
2897,lord of the rings the two towers,"But, the fat hobbit. He knows. Eyes always watching."
2898,lord of the rings the two towers,The time of the Elves is over. Do we leave Middle-earth to its fate? Do we let them stand alone?
2899,lord of the rings the two towers,There will be no dawn... for men.
2900,lord of the rings the two towers,"Look to my coming on the first light of the fifth day, at dawn look to the east."
2901,lord of the rings the two towers,"Where is the horse and the rider? Where is the horn that was blowing? They have passed like rain on the mountain, like wind in the meadow. The days have gone down in the West behind the hills into shadow. How did it come to this?"
2902,lord of the rings the two towers,You'll find more cheer in a graveyard.
2903,lord of the rings the two towers,Stop! This creature is bound to me and I to him. He is our guide.
2904,lord of the rings the two towers,A new power is rising. Its victory is at hand. This night the land will be stained with the blood of Rohan. March to Helm's Deep. Leave none alive. To war!
2905,lord of the rings the two towers,"Look for your friends, but do not trust to hope. It has forsaken these lands."
2906,lord of the rings the two towers,"Mordor... the one place in Middle-Earth we don't want to see any closer... the one place we're trying to get to... is just where we can't get. Let's face it, Mr. Frodo. We're lost!"
2907,lord of the rings the two towers,"I will draw you, Saruman, as poison is drawn from a wound."
2908,lord of the rings the two towers,You're late.  You look terrible.
2909,lord of the rings the two towers,Sneaky little hobbitses.
2910,lord of the rings the two towers,But that one counts as mine!
2911,lord of the rings the two towers,"The rock and pool, is nice and cool, so juicy sweet. Our only wish,  to catch a fish,  so juicy sweet."
2912,lord of the rings the two towers,"I think we might have made a mistake leaving the Shire, Pippin."
2913,lord of the rings the two towers,Keep breathing. That's the key. Breathe.
2914,lord of the rings the two towers,We swears to serve the master of the precious. We will swear on... on... the precious!
2915,lord of the rings the two towers,"Don't talk to it, Merry. Don't encourage it."
2916,lord of the rings the two towers,"The Ring will not save Gondor. It only has the power to destroy. Please, let me go."
2917,lord of the rings the two towers,"You want to know what happened to Boromir? Do you want to know why your brother died? He tried to take the Ring from Frodo, after swearing an oath to protect him! He tried to kill him! The Ring drove your brother mad."
2918,lord of the rings the two towers,"Rohan, my lord, is ready to fall."
2919,lord of the rings the two towers,Your leechcraft would have had me crawling on all fours like a beast!
2920,lord of the rings the two towers,Why do you lay these troubles on an already troubled mind?
2921,lord of the rings the two towers,Be silent. Keep your forked tongue behind your teeth. I did not pass through fire and death to bandy crooked words with a witless worm.
2922,lord of the rings the two towers,"So this is the answer to all the riddles: here in the wild I have you, two halflings and a host of men at my call, and the Ring of Power within my grasp."
2923,lord of the rings the two towers,His staff. I told you to take the Wizard's staff.
2924,lord of the rings the two towers,"Looks like meat's back on the menu, boys."
2925,lord of the rings the two towers,"I'm wasted on cross-country! We Dwarves are natural sprinters, very dangerous over short distances."
2926,lord of the rings the two towers,Hasufel! Arod! May these horses bear you to better fortune than their former masters.
2927,lord of the rings the two towers,"A red sun rises, blood has been spilled this night."
2928,lord of the rings the two towers,"Look at my men. Their courage hangs by a thread. If this is to be our end, then I would have them make such an end, as to be worthy of remembrance."
2929,lord of the rings the two towers,Bring your pretty face to my axe.
2930,lord of war,I don't care if it's legal! It's wrong.
2931,lord of war,"You underestimate yourself Aleksei. You're the best. You're the shit Aleksei, you're the shit! You're the shit! You're the shit!"
2932,lord of war,"You can fight a lot of enemies and survive, but not your biology."
2933,lord of war,The first and most important rule of gun-running is: Never get shot with your own merchandise.
2934,lord of war,"Every faction in Africa calls themselves by these noble names - Liberation this, Patriotic that, Democratic Republic of something-or-other... I guess they can't own up to what they usually are: the Federation of Worse Oppressors Than the Last Bunch of Oppressors. Often, the most barbaric atrocities occur when both combatants proclaim themselves Freedom Fighters."
2935,lord of war,"Some of the most successful relationships are based on lies and deceit. Since that's where they usually end up anyway, it's a logical place to start."
2936,lord of war,"Of all the weapons in the vast soviet arsenal, nothing was more profitable than Avtomat Kalashnikova model of 1947. More commonly known as the AK-47, or Kalashnikov. It's the world's most popular assault rifle. A weapon all fighters love. An elegantly simple 9 pound amalgamation of forged steel and plywood. It doesn't break, jam, or overheat. It'll shoot whether it's covered in mud or filled with sand. It's so easy, even a child can use it; and they do. The Soviets put the gun on a coin. Mozambique put it on their flag. Since the end of the Cold War, the Kalashnikov has become the Russian people's greatest export. After that comes vodka, caviar, and suicidal novelists. One thing is for sure, no one was lining up to buy their cars."
2937,lord of war,"The problem with gun runners going to war, is that there is no shortage of ammunition."
2938,lord of war,There are over 550 million firearms in worldwide circulation. That's one firearm for every twelve people on the planet. The only question is: How do we arm the other 11?
2939,lord of war,In the most AIDS-infested region of the globe - where 1 in 4 is infected - Andy's idea of a joke was to put a young Iman and a young Naomi in my bed - and no condom within a hundred miles.
2940,lord of war,"Sir! Sir, may I interest you in the shoulder fired S-37 surface-to-air missle? It's the old Chinese model. Not so effective against modern military aircraft but deadly if used against a commerical airliner."
2941,lord of war,"Thank God there are still legal ways to exploit developing countries. The only problem with an honest buck is they're so hard to make - the margins are too low, too many people are doin' it."
2942,lord of war,"I would tell you to go to hell, but I think you're already there."
2943,lord of war,The second rule of gun-running is always ensure you have a foolproof way of getting paid.
2944,lost highway,"We've met before, haven't we?"
2945,lost highway,Fucker gets more pussy than a toilet seat.
2946,lost highway,Who the hell owns that dog?
2947,lost highway,Dick Laurent is dead...
2948,lost highway,"Did you want to talk to me? Did you want to ask me ""WHY""?"
2949,lost horizon,"George, didn't you ever want to know what's on the other side of the mountain?"
2950,lost horizon,I think I'm going to like it here.
2951,lost horizon,"Gentlemen, I give you a toast. Here's my hope that Robert Conway will find his Shangri-La. Here's my hope that we all find our Shangri-La."
2952,lost horizon,"Age is a limit we impose upon ourselves. You know, each time you Westerners celebrate your birthday, you build another fence around your minds."
2953,lost horizon,"Mr. Chang, if you don't mind, I think I'll go on being amazed - in moderation go course..."
2954,lost horizon,"Conway, I don't like this place! It's too mysterious!"
2955,lost horizon,"You know, when we were on that plane, I was fascinated by the way the shadow followed us. That silly shadow! Racing along over mountains and valleys, covering ten times the distance of the plane, and yet always there to greet us... with outstretched arms when we landed. And I've been thinking that, somehow, you're that plane, and I'm that silly shadow. That all my life I've been rushing up and down hills, leaping rivers, crashing over obstacles, never dreaming that one day that beautiful thing in flight would land on this earth and into my arms."
2956,lost in space,"Let's try this again, shall we? You are the puppet, I am the puppeteer. Do try to get it right this time..."
2957,lost in space,"Unhand me, you mechanical moron."
2958,lost in space,I never liked me anyway.
2959,lost in space,Sarcasm is the recourse of the weak mind.
2960,lost in space,Ouch. Could he be cuter? I don't *think* so.
2961,lost in space,"Let's see, do I spend my last night on Earth watching Mom and Dad pretend not to be fighting, or blow ten years worth of allowance at the mall? You do the math."
2962,lost in space,"NOT another word. Better. Now if you've finished hosing down the decks with testosterone, I suggest you come with me. I may have found a way to get us off this planet."
2963,lost in space,8 years of flight training. Navigational holographics online. 50 combat missions. Course confirmed for slingshot exit of the solar system. Just so I could take the family camper on an interstellar picnic.
2964,lost in space,Eww. They eat their wounded.
2965,lost in space,"OK, last one to kill a bad guy buys the beer."
2966,lost in space,Mom says to get the hell outta there!
2967,lost in space,"We're lost, aren't we?"
2968,lost in space,No more monkey business!
2969,lost in space,"Never fear, Smith is here."
2970,lost in space,Nothing good can come of this.
2971,lost in space,"You know, the planet IS breaking up around us."
2972,lost in space,"Something you should abide by on this world or any other, never trust anyone. Especially me."
2973,lost in space,"Am I interrupting something? No really, I think you two should go ahead and slug it out. I mean, here we are on an alien world and you boys want to get into a pissing contest? Please, go for it. I'll have Judy down here in a heartbeat to declare you both unfit, and I'll take over this mission. Now I don't want to hear another word from either of you, is THAT clear?"
2974,lost in space,"Major West, I highly recommend you never breed. That, by the way, is my medical opinion."
2975,lost in space,"If this is all a dream, why can't there be more girls?"
2976,lost in translation,You're probably just having a mid-life crisis. Did you buy a Porsche yet?
2977,lost in translation,Why do you have to point out how stupid everyone is all the time?
2978,lost in translation,"For relaxing times, make it Suntory time."
2979,lost in translation,Let's never come here again because it would never be as much fun.
2980,lost souls,God will forgive me. The transformation is near.
2981,love & basketball,"I've been in love with you since I was eleven, and the shit won't go away."
2982,love & basketball,So that's it? Just forget about you and me?
2983,love & basketball,All's fair in love and basketball.
2984,love & basketball,"Damn, girl, I didn't know Nike made dresses."
2985,love & basketball,"It's a trip, you know? When you're a kid, you-you see the life you want, and it never crosses your mind that it's not gonna turn out that way."
2986,made,How about me coach? Did I always have heart?
2987,made,You must be the 'Red Dragon'!
2988,made,You're running around like a Puerto Rican on the fifteenth of the month!
2989,made,"Well, that's one way to deal with people..."
2990,magnolia,"In this life, it's not what you hope for, it's not what you deserve - it's what you take!"
2991,magnolia,"I know I did a stupid thing. So stupid! Getting braces. I thought... I thought he would love me. Getting... braces! And for what? For something I don't even... I don't know where to put things, you know? I really do have love to give! I just don't know where to put it!"
2992,magnolia,Why are frogs falling from the sky?
2993,magnolia,"...whatever you wanna tell me, whatever you think might scare me, won't... and I will listen... I will be a good listener to you if that's what you want... and you know, you know... I won't judge you... I can do that sometimes, I know, but I won't... I can... listen to you and you shouldn't be scared of scaring me off or anything that you might think I'll think or on and on and just say it and I'll listen to you..."
2994,magnolia,"I'll tell you everything, and you tell me everything, and maybe we can get through all the piss and shit and lies that kill other people."
2995,magnolia,It's dangerous to confuse children with angels.
2996,magnolia,"Donnie, you got struck by lightning last summer you were on vacation in Tahoe, I don't think braces is a good idea."
2997,magnolia,Dad? You need to be nicer to me.
2998,magnolia,"The book says, ""We might be through with the past, but the past ain't through with us."""
2999,magnolia,"Let me tell you something, this is not an easy job. I get a call on the radio, dispatch, it's bad news. And it stinks. But this is my job and I love it. Because I want to do well - in this life and in this world, I want to do well. And I want to help people. And I might get twenty bad calls a day. But one time I can help someone and make a save - correct a wrong or right a situation - then I'm a happy cop. And as we move through this life we should try and do good. Do good... And if we can do that, and not hurt anyone else, well... then..."
3000,magnolia,This happens. This is something that happens.
3001,magnolia,I'll tell you the greatest regret of my life: I let my love go.
3002,magnolia,"Now that I've met you, would you object to never seeing me again?"
3003,magnolia,"Let's make some fuckin' money, folks."
3004,magnolia,"Want to know the common element for the entire group?... I'll tell you the answer: I'll tell you, 'cause I had that one. I had that question... Carbon. Carbon. In pencil lead, it's in the form of graphite and in coal, it's mixed up with other impurities and in the diamond it's in hard form.  ""Well... all we were asking was the common element, Donnie... but thank you for all that unnecessary knowledge... haha, kids! Heads so full of useless knowledge. Thank you. Thank you."" And the book says: ""We may be through with the past... but the past is not through with us!""  And... no, it is not dangerous to confuse children with angels!"
3005,magnolia,"A lot of people think this is just a job that you go to. Take a lunch hour... job's over. Something like that. But it's a 24-hour deal. No two ways about it. And what most people don't see... is just how hard it is to do the right thing. People think if I make a judgment call... that's a judgment on them, but that is not what I do. And that's not what should be done. I have to take everything... and play it as it lays. Sometimes people need a little help. Sometimes people need to be forgiven. And sometimes they need to go to jail. And that is a very tricky thing on my part... making that call. I mean, the law is the law. And heck if I'm gonna break it. You can forgive someone. Well, that's the tough part. What can we forgive? Tough part of the job. Tough part of walking down the street."
3006,major league,"Forget about the curve ball Ricky, give him the heater."
3007,major league,The American Express Card. Don't steal home without it.
3008,major league,Look at this fucking guy.
3009,major league,Wild Thing. You make my heart sing. You walk everything.
3010,major league,We should've got the live chicken.
3011,major league,"Good morning, gentlemen, and welcome to another season of Indians baseball."
3012,major league,"I'm pissed off now, Jobu. Look, I go to you. I stick up for you. You don't help me now. I say ""Fuck you,"" Jobu, I do it myself."
3013,major league,"Cerrano's looking for some extra power for tonight. He's looking to sacrifice a live chicken. Man, we can't have people puking in the locker room before the game!"
3014,major league,"So, an eerie start for the Erie warriors as they drop a heartbreaker to the Yankees, nine to nothing. The pst game show is brought to you by...  Christ I can't find it, the hell with it."
3015,major league,"Nice throw, dickhead."
3016,major league,"Wild thing, you make my heart sing."
3017,major league,"Let's cut through the crap, Vaughn. I only got one thing to say to you: ""Strike this mother fucker out."""
3018,major league,Is very bad to steal Jobu's rum. Is very bad.
3019,major league,"Willie Mays Hayes. I hit like Mays, and I run like Hayes."
3020,major league,You may run like Hayes. but you hit like shit.
3021,major league,"All right people, we got 10 minutes 'till game time, let's all gather 'round. I'm not much for giving inspirational addresses, but I'd just like to point out that every newspaper in the country has picked us to finish last. The local press seems to think that we'd save everyone the time and trouble if we just went out and shot ourselves. Me, I'm for wasting sportswriters' time. So I figured we ought to hang around for a while and see if we can give 'em all a nice big shitburger to eat!"
3022,malcolm x,That's too much power for one man to have.
3023,malcolm x,"I'm half wop, I'm half nigger. I'm not afraid of nobody."
3024,malcolm x,We had the best organization a black man's ever had. Niggers ruined it.
3025,malcolm x,"I will not touch the white man's poison; his drugs, his liquor, his swine, his women."
3026,malcolm x,A man curses because he doesn't have the words to say what's on his mind.
3027,malcolm x,A Muslim must be strikingly upright; an outstanding example so that those in the darkness can see the power of the light.
3028,malcolm x,Hey Little! Your man out here waiting on you!
3029,malibu's most wanted,STOP IT! You say one more line and I'mma have to smoke myself!
3030,malibu's most wanted,My name is B-rad. Not Robbie van Winkle. I like my lattes non-fat and don't fo-get the sprinkle.
3031,malibu's most wanted,KING KONG... AIN'T GOT NOTHIN'... ON ME! AAAAAGHHHHHH!
3032,malibu's most wanted,Damn doesn't anyone know where the damn driveway is!
3033,malibu's most wanted,This ain't no picnic bitch!
3034,malibu's most wanted,You that weak fuck from the club.
3035,man in the iron mask,"Anne, to love you is treason against France. But not to love you is treason against my heart."
3036,man in the iron mask,"D'Artagnan, you will hunt down Porthos, Athos, and Aramis, and bring me their heads, or I will have yours. And as for you, my brother, back to the prison you will go, and into the mask you hate. Wear it 'til you love it! And die in it."
3037,man in the iron mask,I'd rather die covered in blood than an old man lying in my own piss.
3038,man in the iron mask,"D'Artagnan, I am not angry with you. I knew you would lead me to them, and so you have. Lay down your sword and I will not punish you. I will let you retire in peace, and I will give your friends a swift execution, if you surrender NOW!"
