Cast;Country;Country - Split 1;Country - Split 2;Date Added;Date Added (copy);Date Added (group);Description;Director;Duration;Genre;Genre_Color;Listed In;Listed In - Split 2;Rating;Release Year;Release Year (group);Show Id;Title;Type;1;Count_Country;Count_Title
Seth Meyers;United States;United States;;05/11/2019;05/11/2019;2019-11-05;SNL alumnus and subversive master of late-night TV Seth Meyers comes out from behind the desk to share some lighthearted stories from his own life.;Neal Brennan;61 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s5507;Seth Meyers: Lobby Baby;Movie;100;1;1
Ken Jeong;United States;United States;;14/02/2019;14/02/2019;2019-02-14;"In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life.";Jon M. Chu;62 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s3338;Ken Jeong: You Complete Me, Ho;Movie;100;1;1
Park Na-rae;South Korea;South Korea;;16/10/2019;16/10/2019;2019-10-16;Korea’s beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And she’s sassier and dirtier than ever before.;Kim Joo-hyung;63 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s4779;Park Na-rae: Glamour Warning;Movie;100;1;1
Mike Epps;United States;United States;;25/06/2019;25/06/2019;2019-06-25;In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more.;Kevin Bray;63 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s4096;Mike Epps: Only One Mike;Movie;100;1;1
Ronny Chieng;United States;United States;;17/12/2019;17/12/2019;2019-12-17;"Ronny Chieng (""The Daily Show,"" ""Crazy Rich Asians"") takes center stage in this stand-up special and riffs on modern American life and more.";Sebastian DiNatale;63 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s5273;Ronny Chieng: Asian Comedian Destroys America!;Movie;100;1;1
Mo Gilligan;United Kingdom;United Kingdom;;30/09/2019;30/09/2019;2019-09-30;Comedian Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club.;Chris Howe;64 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s4156;Mo Gilligan: Momentum;Movie;100;1;1
Nikki Glaser;United States;United States;;01/10/2019;01/10/2019;2019-10-01;Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details.;Nicholaus Goossen;64 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s4475;Nikki Glaser: Bangin’;Movie;100;1;1
Chelsea Handler;United States;United States;;13/09/2019;13/09/2019;2019-09-13;In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career.;Alex Stapleton;65 min;Documentaries;A;Documentaries;;TV-MA;2019;2010's;s2697;Hello, Privilege. It's Me, Chelsea;Movie;100;1;1
;United States;United States;;11/01/2019;11/01/2019;2019-01-11;The shocking murder of singer Victor Jara in 1973 turned him into a powerful symbol of Chile's struggle. Decades later, a quest for justice unfolds.;Bent-Jorgen Perlmutt;65 min;Documentaries;A;Documentaries, Music & Musicals;Music;TV-MA;2019;2010's;s5150;ReMastered: Massacre at the Stadium;Movie;100;1;1
Grego Rossello;Argentina;Argentina;;31/10/2019;31/10/2019;2019-10-31;Argentine comedian Grego Rossello takes the stage in Buenos Aires to share his takes on modern stardom, airline dining, brotherly love and more.;Juani Libonatti;65 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s2538;Grego Rossello: Disculpe las molestias;Movie;100;1;1
Edoardo Ferrario;Italy;Italy;;15/03/2019;15/03/2019;2019-03-15;Italian comedian Edoardo Ferrario riffs on life at 30 and unpacks the peculiarities of global travel, social media and people who like craft beer.;Francesco Imperato;65 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s1927;Edoardo Ferrario: Temi Caldi;Movie;100;1;1
Jack Whitehall, Michael Whitehall, Hugh Bonneville, Graham Norton, Layton Williams, Andrew Lloyd Webber, Tim Rice, Tan France, Antoni Porowski, Jonathan Van Ness;United Kingdom;United Kingdom;;12/12/2019;12/12/2019;2019-12-12;Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests.;Richard van't Riet;65 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s3101;Jack Whitehall: Christmas with My Father;Movie;100;1;1
Sebastian Maniscalco;United States;United States;;15/01/2019;15/01/2019;2019-01-15;Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special.;Rik Reinholdtsen;65 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s5454;Sebastian Maniscalco: Stay Hungry;Movie;100;1;1
Wanda Sykes;United States;United States;;21/05/2019;21/05/2019;2019-05-21;Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special.;Linda Mendoza;66 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s7472;Wanda Sykes: Not Normal;Movie;100;1;1
Katherine Ryan;United States;United States;;01/07/2019;01/07/2019;2019-07-01;Fresh from a tour, comedian Katherine Ryan shares shrewd observations about school bullies, revenge bodies and raising a very fancy child.;Linda Mendoza;66 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s3319;Katherine Ryan: Glitter Room;Movie;100;1;1
Dave Chappelle;United States;United States;;26/08/2019;26/08/2019;2019-08-26;Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in a defiant stand-up special filmed in Atlanta.;Stan Lathan;66 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s1632;Dave Chappelle: Sticks & Stones;Movie;100;1;1
;United States;United States;;22/07/2020;22/07/2020;2020-07-22;This documentary profiles Black visionaries in fashion who rewrote narratives on the runway and turned hip-hop style into a global phenomenon.;Lisa Cortés, Farah X;67 min;Documentaries;A;Documentaries, Music & Musicals;Music;TV-MA;2019;2010's;s6813;The Remix: Hip Hop X Fashion;Movie;100;1;1
Jenny Slate;United States;United States;;22/10/2019;22/10/2019;2019-10-22;Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home.;Gillian Robespierre;67 min;Documentaries;A;Documentaries, Stand-Up Comedy;Stand-Up;TV-MA;2019;2010's;s3149;Jenny Slate: Stage Fright;Movie;100;1;1
Whindersson Nunes;Brazil;Brazil;;15/08/2019;15/08/2019;2019-08-15;Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.;Diego Pignataro;69 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s7591;Whindersson Nunes: Adult;Movie;100;1;1
Deon Cole;United States;United States;;08/10/2019;08/10/2019;2019-10-08;"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""";Ryan Polito;70 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s1705;Deon Cole: Cole Hearted;Movie;100;1;1
;United States;United States;;22/03/2019;22/03/2019;2019-03-22;The killing of three members of the Miami Showband sent shock waves across Ireland in 1975. Now one survivor doggedly pursues the truth.;Stuart Sender;71 min;Documentaries;A;Documentaries, Music & Musicals;Music;TV-MA;2019;2010's;s5152;ReMastered: The Miami Showband Massacre;Movie;100;1;1
Sam Cooke;United States;United States;;08/02/2019;08/02/2019;2019-02-08;While Sam Cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33.;Kelly Duane de la Vega;74 min;Documentaries;A;Documentaries, Music & Musicals;Music;TV-MA;2019;2010's;s5153;ReMastered: The Two Killings of Sam Cooke;Movie;100;1;1
Kari Alison Hodge, Rachel Paulson, Julia Eringer;United States;United States;;20/08/2020;20/08/2020;2020-08-20;Hoping to give their relationship a boost, Jenna and Kate arrange to spend an evening with a third woman, but things take a turn once the sparks fly.;Wendy Jo Carlton;75 min;Comedies;A;Comedies, Dramas, Independent Movies;Dramas,;TV-MA;2019;2010's;s2483;Good Kisser;Movie;100;1;1
;United States, Mexico;United States;Mexico;01/10/2020;01/10/2020;2020-10-01;In this evocative documentary, an undocumented immigrant plans to return to Mexico after 16 years but his family tells him he needs to stay in the US.;Lindsey Cordero, Armando Croda;75 min;Documentaries;A;Documentaries, International Movies;International;TV-MA;2019;2010's;s2925;I'm Leaving Now;Movie;100;1;1
Beverly Naya;Nigeria;Nigeria;;28/06/2020;28/06/2020;2020-06-28;On a quest to find beauty in all complexions, actress Beverly Naya travels to her home country of Nigeria and explores colorism's impact on society.;Daniel Effiong;76 min;Documentaries;A;Documentaries, International Movies;International;TV-MA;2019;2010's;s5646;Skin;Movie;100;1;1
Victor Artus Solaro, Manon Azem, Louise Blachère, Tiphaine Daviot, Margot Dufrene, Anne-Solenne Hatte, Camille Razat, Dany Verissimo-Petit, Denis Lavant, Aurélien Cotentin, Mathieu Madénian, Thomas Vandenberghe;France, Belgium;France;Belgium;26/07/2019;26/07/2019;2019-07-26;Stranded in the woods and eyeballed by twisted hunters, members of a women’s volleyball team bump it up in the most dangerous game of their lives.;Olivier Afonso;77 min;Comedies;A;Comedies, Horror Movies, International Movies;Horror;TV-MA;2019;2010's;s2434;Girls With Balls;Movie;100;1;1
;United States;United States;;16/10/2019;16/10/2019;2019-10-16;"Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan.";Leslie Iwerks;78 min;Documentaries;A;Documentaries;;TV-MA;2019;2010's;s3556;League of Legends Origins;Movie;100;1;1
Wendell Pierce, Karen Kaia Livers, Dominique McClellan, Braelyn Kelly, Emyri Crutchfield, Cynthia Capers, Erika Woods;United States;United States;;06/11/2019;06/11/2019;2019-11-06;A small-town Louisiana minister and one of his parishioners cope with grief, alcoholism and a crisis of faith in this dramatic character study.;Phillip Youmans;78 min;Dramas;A;Dramas;;TV-MA;2019;2010's;s1147;Burning Cane;Movie;100;1;1
Iliza Shlesinger;United States;United States;;19/11/2019;19/11/2019;2019-11-19;Here comes the bride, and she's got plenty to say. Newlywed Iliza Shlesinger dissects wedding traditions as she mines her nuptials for laughs.;Steve Paley;78 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s2948;Iliza Shlesinger: Unveiled;Movie;100;1;1
Blanca Suárez, Macarena García, Amaia Salamanca, Belén Cuesta, Maxi Iglesias, Juan Diego, Joaquín Climent, Carlos Bardem, Emilio Gutiérrez Caba, Tito Valverde, Teresa Rabal, Rossy de Palma, Marisa Paredes;Spain;Spain;;03/05/2019;03/05/2019;2019-05-03;After their mother's death, four sisters learn a shocking family secret and embark on an adventure to discover the truth about their genealogy.;Gabriela Tagliavini;79 min;Comedies;A;Comedies, International Movies, Romantic Movies;International;TV-MA;2019;2010's;s1719;Despite Everything;Movie;100;1;1
Vincenzo Crea, Jessica Cressy, Greta Scarano, Maya Sansa, Abel Ferrara, Anita Kravos;Italy;Italy;;26/12/2019;26/12/2019;2019-12-26;While in Rome to shoot his first movie, actor and industrial heir Nick becomes obsessed with a dating app that sends him into a self-destructive spiral.;Elisa Fuksas;79 min;Dramas;A;Dramas, Independent Movies, International Movies;Independent;TV-MA;2019;2010's;s6090;The App;Movie;100;1;1
Hakim Faris, Victoire Du Bois, Patrick d'Assumçao, Dev Patel, Alia Shawkat, George Wendt;France;France;;29/11/2019;29/11/2019;2019-11-29;Romance, mystery and adventure intertwine as a young man falls in love and a severed hand scours Paris for its owner in this mesmerizing animated film.;Jérémy Clapin;81 min;Dramas;A;Dramas, Independent Movies, International Movies;Independent;TV-MA;2019;2010's;s2916;I Lost My Body;Movie;100;1;1
Félix Maritaud, Nicolas Bauwens, Tommy Lee Baïk, Aure Atika, Marie Denarnaud, Ilian Bergala, Pierre Cartonnet, Marcel Bouzige, Nicolas Sartous;France;France;;06/03/2020;06/03/2020;2020-03-06;A turbulent past haunts Jonas, who recalls his teenage love affair with the impulsive, twisted and yet irresistible Nathan.;Christophe Charrier;82 min;Dramas;A;Dramas, Independent Movies, International Movies;Independent;TV-MA;2019;2010's;s2892;I am Jonas;Movie;100;1;1
Madison Lawlor, Montana Manning, Andrew Pifko, Monte Markham, Kamala Jones, Jodi Carol Harrison, Seth Cassell, Ronnie Clark, Lissa Danshaw, J.J. Hawkins;United States;United States;;20/09/2019;20/09/2019;2019-09-20;Maya finally hooks up with her online dream girl, only to discover she’s deeply involved with an older sugar daddy – a man Maya knows all too well.;Amara Cash;82 min;Dramas;A;Dramas, Independent Movies, LGBTQ Movies;Independent;TV-MA;2019;2010's;s1580;Daddy Issues;Movie;100;1;1
Ben Ferencz;Canada;Canada;;01/06/2019;01/06/2019;2019-06-01;A gripping profile of Ben Ferencz, the last surviving lead prosecutor at the Nuremberg trials whose lifelong desire for justice altered the rule of law.;Barry Avrich;83 min;Documentaries;A;Documentaries;;TV-MA;2019;2010's;s4991;Prosecuting Evil: The Extraordinary World of Ben Ferencz;Movie;100;1;1
Terry Serpico, Kevin Sizemore, Mark Ashworth, Clint James, Drew Starkey, Erin Elizabeth Burns;United States;United States;;06/04/2020;06/04/2020;2020-04-06;A methane explosion leaves a group of miners trapped two miles deep into the earth with a small oxygen supply and desperate for any means of survival.;Eddie Mensore;83 min;Dramas;A;Dramas, Independent Movies;Independent;TV-MA;2019;2010's;s4112;Mine 9;Movie;100;1;1
Léa Moret, Camille Shooshani;;;;02/08/2019;02/08/2019;2019-08-02;Best friends Léa and Camille explore the notion of healing while traveling to Latin America in search of a cure for a terminal disease.;Camille Shooshani;84 min;Documentaries;A;Documentaries;;TV-MA;2019;2010's;s3485;Léa & I;Movie;100;0;1
Noémie Schmidt, Grégoire Isvarine, Marie Mottet, Lou Castel, Mathias Minne, Margaux Bonin, Julia Kouakou, Alexandre Schreiber, Schemci Lauth, Theo Tagand, Clément Olivieri, Doria Achour;France;France;;22/02/2019;22/02/2019;2019-02-22;Amid a turbulent romance and rising tensions in Paris, a young woman finds herself caught in a dizzying spiral of dreams, memories and what-ifs.;Elisabeth Vogler;84 min;Dramas;A;Dramas, Independent Movies, International Movies;Independent;TV-MA;2019;2010's;s4778;Paris Is Us;Movie;100;1;1
Toyin Abraham, Timini Egbuson, Shaffy Bello, Yemi Solade, Broda Shaggi, Sambasa Nzeribe, Ijeoma Aniebo, Blessing Onwukwe;Nigeria;Nigeria;;20/06/2020;20/06/2020;2020-06-20;A chance encounter brings a brash, wealthy young man and an underprivileged woman together when they get stuck in an elevator and she goes into labor.;Akhigbe Ilozobhie;84 min;Dramas;A;Dramas, International Movies;International;TV-MA;2019;2010's;s1974;Elevator Baby;Movie;100;1;1
Adam Lambert, Brian May, Roger Taylor;United Kingdom, United States;United Kingdom;United States;15/06/2020;15/06/2020;2020-06-15;With rare footage and candid interviews, this documentary details the serendipitous pairing of legendary rock band Queen and powerhouse Adam Lambert.;;85 min;Documentaries;A;Documentaries, Music & Musicals;Music;TV-MA;2019;2010's;s6867;The Show Must Go On: The Queen + Adam Lambert Story;Movie;100;1;1
Travis Scott;United States;United States;;28/08/2019;28/08/2019;2019-08-28;"While crafting his Grammy-nominated album ""Astroworld,"" Travis Scott juggles controversy, fatherhood and career highs in this intimate documentary.";White Trash Tyler;85 min;Documentaries;A;Documentaries, Music & Musicals;Music;TV-MA;2019;2010's;s7202;Travis Scott: Look Mom I Can Fly;Movie;100;1;1
Jon Plazaola, Maggie Civantos, Ingrid García Jonsson, Lander Otaola, Secun de la Rosa, Ramón Barea, Maribel Salas, Mikel Losada, Pepe Rapazote, Enrique Villén, Kandido Uranga, Anabela Teixeira, Karra Elejalde, Antonio Resines;Spain;Spain;;16/08/2019;16/08/2019;2019-08-16;The discovery of the tomb of William Tell’s son in a town in the Basque Country spurs the village's cantankerous citizens to lobby for Swiss annexation.;Kepa Sojo;86 min;Comedies;A;Comedies, International Movies;International;TV-MA;2019;2010's;s6604;The Little Switzerland;Movie;100;1;1
;United Kingdom;United Kingdom;;18/10/2019;18/10/2019;2019-10-18;In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.;Ed Perkins;86 min;Documentaries;A;Documentaries;;TV-MA;2019;2010's;s6018;Tell Me Who I Am;Movie;100;1;1
;United Kingdom, Belgium, Sweden;United Kingdom;Belgium;06/05/2019;06/05/2019;2019-05-06;A commercial diver becomes trapped on the ocean floor with dwindling oxygen and little hope of a timely rescue, so he tries to save himself.;Alex Parkinson, Richard da Costa;86 min;Documentaries;A;Documentaries, International Movies;International;TV-MA;2019;2010's;s3538;Last Breath;Movie;100;1;1
Tiffany Tenille, Numa Perrier, Stephen Barrington, Bobby Field, Rockwelle Dortch, Zoe Tyson, Dennis Jaffee, Jessa Zarubica, RiRia, Charlie Taylor, Amy Aitken, Brett Gelman;United States;United States;;16/01/2020;16/01/2020;2020-01-16;During the internet's infancy, a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond.;Numa Perrier;86 min;Dramas;A;Dramas, Independent Movies;Independent;TV-MA;2019;2010's;s3162;Jezebel;Movie;100;1;1
Ramón O. Torres, Sheldon Best, Myles Clohessy, Larry Owens, Gabriel Sloyer;United States;United States;;11/03/2020;11/03/2020;2020-03-11;Seeking romance and friendship, a young gay lawyer travels to Fire Island in the off-season and is soon on the run after witnessing a murder.;Jaki Bradley;86 min;Dramas;A;Dramas, Independent Movies, LGBTQ Movies;Independent;TV-MA;2019;2010's;s3540;Last Ferry;Movie;100;1;1
Carmen Ejogo, Theo Rossi, Emma Greenwell, Apollonia Pratt, Debrianna Mansini, Bruce Davis;United States;United States;;25/10/2019;25/10/2019;2019-10-25;After a mysterious woman saves her daughter from a deadly snakebite, a single mother must repay the debt by killing a stranger before sundown.;Zak Hilditch;86 min;Horror;A;Horror Movies, Independent Movies, Thrillers;Movies,;TV-MA;2019;2010's;s5106;Rattlesnake;Movie;100;1;1
Jon Foo, Trace Adkins, Sean Patrick Flanery, Kaiwi Lyman, Nelli Tsay, Danny Trejo, Mitchell L. Johnson, Philip V. Bruenn;United States;United States;;15/09/2019;15/09/2019;2019-09-15;A frontier sheriff tries to protect his sadistic son from a Chinese railroad worker hellbent on revenge.;Timothy Woodward Jr.;86 min;Movies;A;Movies;;TV-MA;2019;2010's;s6736;The Outsider;Movie;100;1;1
Mike Birbiglia;United States;United States;;26/11/2019;26/11/2019;2019-11-26;Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.;Seth Barrish;86 min;Stand-Up;A;Stand-Up Comedy;Comedy;TV-MA;2019;2010's;s4093;Mike Birbiglia: The New One;Movie;100;1;1
Frank Grillo, Anthony Mackie, Marcia Gay Harden, Teyonah Parris, Boris McGiver, Christian Cooke, Markice Moore;France, United States;France;United States;12/07/2019;12/07/2019;2019-07-12;To save his pregnant wife, an emergency room nurse unwillingly partners with an injured murder suspect in a race against time and renegade cops.;Joe Lynch;87 min;Action;A;Action & Adventure;&;TV-MA;2019;2010's;s4895;Point Blank;Movie;100;1;1
;United States;United States;;29/03/2019;29/03/2019;2019-03-29;An urban legend about a duffel bag of cocaine buried in the Caribbean leads a misfit band to hatch a nutball plan to find it in this comic documentary.;Theo Love;87 min;Documentaries;A;Documentaries;;TV-MA;2019;2010's;s6584;The Legend of Cocaine Island;Movie;100;1;1
;Spain;Spain;;25/11/2019;25/11/2019;2019-11-25;Featuring extensive interviews, this documentary takes a critical look at the gender inequality in Spain as the feminist movement aims to shift reality.;Marta Jaenes, Rosa Márquez;87 min;Documentaries;A;Documentaries, International Movies;International;TV-MA;2019;2010's;s7563;What the F* Is Going On?;Movie;100;1;1
Eden Duncan-Smith, Dante Crichlow, Astro, Johnathan Nieves, Marsha Stephanie Blake, Wavyy Jonez, Myra Lucretia Taylor;United States;United States;;17/05/2019;17/05/2019;2019-05-17;As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past.;Stefon Bristol;87 min;Dramas;A;Dramas, Sci-Fi & Fantasy, Thrillers;Sci-Fi;TV-MA;2019;2010's;s5482;See You Yesterday;Movie;100;1;1
Quim Gutiérrez, Natalia Tena, Alfonso Bassave, Alba Ribas, Patricia Vico, Ernesto Alterio;Spain;Spain;;15/05/2020;15/05/2020;2020-05-15;After Marcos is dumped by his girlfriend, he attempts to reinvent himself as a modern man with the help of a childhood friend and an online guru.;Laura Mañá;88 min;Comedies;A;Comedies, International Movies, Romantic Movies;International;TV-MA;2019;2010's;s2917;I love you, stupid;Movie;100;1;1
;United States;United States;;11/11/2019;11/11/2019;2019-11-11;Traumatized by combat, newly returned war veterans find solace in service dogs that guide them back to a fulfilling civilian life.;Josh Aronson;88 min;Documentaries;A;Documentaries;;TV-MA;2019;2010's;s7116;To Be of Service;Movie;100;1;1
;United States;United States;;29/07/2020;29/07/2020;2020-07-29;This documentary reconstructs the pivotal moments that drove a man on a rampage to destroy a small town with a bulldozer he fortified in secret.;Paul Solet;88 min;Documentaries;A;Documentaries;;TV-MA;2019;2010's;s7203;Tread;Movie;100;1;1
Clarence Clemons;United States;United States;;14/11/2019;14/11/2019;2019-11-14;This intimate documentary follows the life of legendary saxophonist Clarence Clemons and his spiritual awakening before his death in 2011.;Nick Mead;88 min;Documentaries;A;Documentaries, Music & Musicals;Music;TV-MA;2019;2010's;s1408;Clarence Clemons: Who Do I Think I Am?;Movie;100;1;1
Grant Bowler, Kathleen Munroe, Martin Hancock, Micah Balfour, Burt Grinstead, Nina Bergman, Jamie Bamber, Ronny Cox;United States;United States;;01/02/2020;01/02/2020;2020-02-01;Trying to uphold justice in a lawless future, a D.A. is slain by cyberpunks but a supernatural twist sends his car on a bloody quest for revenge.;G.J. Echternkamp;89 min;Action;A;Action & Adventure, Horror Movies, Sci-Fi & Fantasy;&;TV-MA;2019;2010's;s6200;The Car: Road to Revenge;Movie;100;1;1
Scott Adkins, Aaron McCusker, Vahldin Prelic, Lukas Loughran, Michelle Lehane, Alaa Seif, Milan Kovacevic, Arkie Reece, Vladimir Alenikov, Dominic Power;Serbia, United States;Serbia;United States;26/10/2018;26/10/2018;2018-10-26;When an imprisoned terrorist cell hijacks a high-security prison in outer space, a CIA agent becomes the one chance of stopping them.;Eric Zaragosa;89 min;Action;A;Action & Adventure, Sci-Fi & Fantasy;&;TV-MA;2019;2010's;s2982;Incoming;Movie;100;1;1
Lil Yachty, D.C. Young Fly, Alyssa Goss, DeRay Davis, Mary Lynn Rajskub, Blac Youngsta, Lil Baby, NeNe Leakes, Mike Epps, Al Shearer;United States;United States;;31/12/2019;31/12/2019;2019-12-31;When a pair of friends uncover a weed Bible, their magical stash gets stolen, sending them on a pot-fueled quest through Atlanta to find it.;Bruce Leddy;89 min;Comedies;A;Comedies;;TV-MA;2019;2010's;s2837;How High 2;Movie;100;1;1
Mark Duplass, Ray Romano;United States;United States;;22/02/2019;22/02/2019;2019-02-22;After he's diagnosed with terminal cancer, middle-aged Michael asks his neighbor friend Andy to help him end his life before the disease does.;Alex Lehmann;89 min;Comedies;A;Comedies, Dramas, Independent Movies;Dramas,;TV-MA;2019;2010's;s4736;Paddleton;Movie;100;1;1
Slick Woods, George Sample III, Shaquila Angela Griszell, Danny Hoch, Khris Davis, Jazmyn Davis, Alana Tyler-Tomkins, Fran Jaye;United States;United States;;22/06/2020;22/06/2020;2020-06-22;When a bold teen mounts a gritty pursuit to dance in a music video, she must also evade child services so she can keep her younger sisters together.;Sam de Jong;89 min;Dramas;A;Dramas;;TV-MA;2019;2010's;s2467;Goldie;Movie;100;1;1
Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro, Freddie Webb;Philippines;Philippines;;17/05/2019;17/05/2019;2019-05-17;An ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts.;Pedring A. Lopez;90 min;Action;A;Action & Adventure, International Movies;&;TV-MA;2019;2010's;s3938;Maria;Movie;100;1;1
Paco Ignacio Taibo II;Mexico;Mexico;;18/01/2019;18/01/2019;2019-01-18;Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country.;Matías Gueilburt;90 min;Documentaries;A;Documentaries, International Movies;International;TV-MA;2019;2010's;s4792;Patria;Movie;100;1;1
;United Kingdom, Canada, United States;United Kingdom;Canada;01/03/2020;01/03/2020;2020-03-01;This documentary delves into the mystique behind the blues-rock trio and explores how the enigmatic band created their iconic look and sound.;Sam Dunn;90 min;Documentaries;A;Documentaries, Music & Musicals;Music;TV-MA;2019;2010's;s7787;ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS;Movie;100;1;1
Alfre Woodard, Adam Beach, LaTanya Richardson Jackson, Marcus Henderson, Blair Underwood, Ashlie Atkinson, Tsulan Cooper;United States;United States;;08/03/2019;08/03/2019;2019-03-08;Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana.;Clark Johnson;90 min;Dramas;A;Dramas, Independent Movies, Romantic Movies;Independent;TV-MA;2019;2010's;s3230;Juanita;Movie;100;1;1
Max von der Groeben, Jella Haase, Clemens Schick;Germany;Germany;;12/07/2019;12/07/2019;2019-07-12;Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.;Thomas Sieben;90 min;Dramas;A;Dramas, International Movies, Thrillers;International;TV-MA;2019;2010's;s3373;Kidnapping Stella;Movie;100;1;1
Jessica Madsen, Opal Littleton, Ed Brody, Kristina Clifford, Ben Sullivan, Gerald Tyler, Weston Meredith;United States;United States;;05/04/2020;05/04/2020;2020-04-05;Implicated in her daughter's disappearance, a mother searches for answers when she returns to an old family home that may have an unwanted visitor.;Padraig Reynolds;90 min;Horror;A;Horror Movies, Independent Movies, Sci-Fi & Fantasy;Movies,;TV-MA;2019;2010's;s1616;Dark Light;Movie;100;1;1
Ricardo Quevedo, Liss Pereira, Iván Marín, Lorna Cepeda, Carolina Sarmiento, Linda Baldrich, Joavany Álvarez, María Cecilia Botero, Rocío Tavera, Bruno Díaz;Colombia;Colombia;;26/04/2019;26/04/2019;2019-04-26;When a newly single photographer is forced to work with a longtime rival, the battle of their egos turns into a chance for love.;Fernando Ayllón;91 min;Comedies;A;Comedies, International Movies, Romantic Movies;International;TV-MA;2019;2010's;s3796;Loving is Losing;Movie;100;1;1
Brian Firkus;United States;United States;;27/03/2020;27/03/2020;2020-03-27;Drag queen Trixie Mattel deals with the bittersweet reality of success in this documentary that explores her rise to fame and subsequent music career.;Nicholas Zeig-Owens;91 min;Documentaries;A;Documentaries, Music & Musicals;Music;TV-MA;2019;2010's;s7232;Trixie Mattel: Moving Parts;Movie;100;1;1
André Holland, Zazie Beetz, Bill Duke, Kyle MacLachlan, Melvin Gregg, Sonja Sohn, Zachary Quinto;United States;United States;;08/02/2019;08/02/2019;2019-02-08;When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure.;Steven Soderbergh;91 min;Dramas;A;Dramas, Sports Movies;Sports;TV-MA;2019;2010's;s2730;High Flying Bird;Movie;100;1;1
Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy;United States;United States;;24/05/2019;24/05/2019;2019-05-24;In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil.;Richard Shepard;91 min;Horror;A;Horror Movies, LGBTQ Movies, Music & Musicals;Movies,;TV-MA;2019;2010's;s6752;The Perfection;Movie;100;1;1
