,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
435,Where the Day Takes You,1992,R,11 Sep 1992,105 min,"Crime, Drama, Thriller",Marc Rocco,"Michael Hitchcock, Kurt Voss, Marc Rocco","Laura San Giacomo, Dermot Mulroney, Robert Knepper, Sean Astin","A group of teen-age runaways try to survive in the streets of Los Angeles. Drugs, prostitution, violence and bureaucratic indifference all pose threats to the kids, who nevertheless prefer this harsh life to going back to their families. Heather, somewhat older, provides some leadership and mothering to the kids.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BOTc5NWU3MzQtNTRkMC00MzgxLWJhODYtMWNkZjIyYmRjOGVjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,6.6,"3,173",tt0105810,movie,14 May 2014,"$390,152",N/A,N/A,True
436,Today's Special,2009,R,11 Nov 2009,99 min,Comedy,David Kaplan,"Aasif Mandvi (screenplay), Jonathan Bines (screenplay), Aasif Mandvi (play)","Jess Weixler, Kevin Corrigan, Dean Winters, Aarti Mann","Samir is a sous chef in Manhattan. He quits when he's not promoted - his boss says his cooking lacks soul. He decides to find an unpaid internship in Paris, but his father suffers a heart attack keeping him home for a few weeks. Samir must run the family's failing Indian restaurant in Queens. He can't cook Indian food, so things get dire when the chef quits: Samir tracks down Akbar, a cabbie who claims to have cooked for British royalty in Bombay. Akbar cooks with mind, heart, and gut - and offers philosophy as well. With the help of Carrie, whom he met at the Manhattan restaurant, Samir begins to enjoy the work. But will his father approve, and if not, what then?","English, Hindi",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg1NTYzMzI2NF5BMl5BanBnXkFtZTcwNTQzNDI5Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.6,"6,305",tt1153053,movie,05 Dec 2016,"$317,831",N/A,N/A,True
437,The Charge of the Light Brigade,1968,PG-13,11 Oct 1968,139 min,"Drama, History, War",Tony Richardson,"Charles Wood (screenplay), Cecil Woodham-Smith (additional source material ""The Reason Why"")","Trevor Howard, Vanessa Redgrave, John Gielgud, Harry Andrews","A chronicle of events that led to the British involvement in the Crimean War against Russia and which led to the siege of Sevastopol and the fierce Battle of Balaclava on October 25, 1854 which climaxed with the heroic, but near-disastrous cavalry charge made by the British Light Brigade against a Russian artillery battery in a small valley which resulted in the near-destruction of the brigade due to error of judgment and rash planning on part by the inept British commanders.","English, French, Russian",UK,Nominated for 6 BAFTA Film Awards. Another 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjE3OTA3OTQ0OF5BMl5BanBnXkFtZTgwMDE5MDQ0MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"3,184",tt0062790,movie,08 May 2007,N/A,N/A,N/A,True
438,Anna Christie,1930,Passed,21 Feb 1930,89 min,"Drama, Romance",Clarence Brown,"Frances Marion (adapted by), Eugene O'Neill (from play ""Anna Christie"")","Greta Garbo, Charles Bickford, George F. Marion, Marie Dressler","In New York, the alcoholic skipper of a coal barge Chris Christofferson receives a letter from his estranged twenty year old daughter Anna ""Christie"" Christofferson telling that she will leave Minnesota to stay with him. Chris left Anna fifteen years ago to the countryside to be raised by relatives in a farm in St. Paul and he has never visited his daughter. Anna Christie arrives and she is a wounded woman with a hidden dishonorable past since she had worked for two years in a brothel to survive. She moves to the barge to live with her father and one night, Chris rescues the sailor Matt and two other fainted sailors from the sea. Soon Anna and Matt fall in love with each other and Anna has the best days of her life. But when Matt proposes to marry her, she is reluctant and also haunted by her past. Matt insists and Anna opens her heart to Matt and to her father disclosing the darks secrets of her past.",English,USA,Nominated for 3 Oscars. Another 1 win.,https://m.media-amazon.com/images/M/MV5BMTUyNDA5MTY0M15BMl5BanBnXkFtZTgwMzA1NDIwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]",N/A,6.6,"2,858",tt0020641,movie,04 Mar 2016,N/A,Metro-Goldwyn-Mayer,N/A,True
439,Killer Bean Forever,2009,TV-PG,30 Oct 2009,85 min,"Animation, Action, Adventure, Comedy, Crime, Family, Mystery, Thriller",Jeff Lew,Jeff Lew,"Vegas J. Jenkins, Bryan Session, Matthew Tyler, David Guilmette","Killer Bean is sent on a mission in Beantown, but when he attacks one of the warehouses owned by the mafia boss, Cappuccino, he gets the attention of Detective Cromwell, a bean who's trying to put Cappuccino, and possibly Killer Bean, behind bars.","Egyptian (Ancient), English","USA, Uruguay",N/A,https://m.media-amazon.com/images/M/MV5BMGEwOTI4YzItZTBkMi00YjhiLTg3NzctMmY5MzcyZTFjOWVlXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}]",N/A,6.6,"3,170",tt1340108,movie,18 Dec 2020,N/A,Killer Bean Studios,N/A,True
440,Kalashnikov,2020,N/A,20 Feb 2020,110 min,"Biography, War",Konstantin Buslov,"Sergei Gorbunov (original idea), Anatoliy Usov (screenplay by), Sergei Bodrov (screenplay by), Aleksey Borodachyov (with the participation)","Yuriy Borisov, Olga Lerman, Artur Smolyaninov, Sergey Gazarov","Wounded as tank driver in 1941 during WWII, Kalashnikov sees the latest Soviet machine gun fail. As he's also an inventor, he starts looking for improvements and in 1947 ends up with AK-47 assault rifle.",Russian,Russia,1 win.,https://m.media-amazon.com/images/M/MV5BYTBhZWQ2MjAtNDgyNi00YTRkLTllNDUtNjA2NGUzNjg2NmRmXkEyXkFqcGdeQXVyODg1NDU5MDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,"2,513",tt11547520,movie,N/A,N/A,N/A,N/A,True
441,Courage Under Fire,1996,R,12 Jul 1996,116 min,"Action, Drama, Mystery, Thriller, War",Edward Zwick,Patrick Sheane Duncan,"Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty","The pilot of a rescue copter, Captain Karen Walden, died shortly before her helicopter crew was rescued after it crashed in Desert Storm. It first appears that she made a spectacular rescue of a downed helicopter crew, then held her own crew together to fight off the Iraqis after her copter crashed. Lt. Colonel Serling, who is struggling with his own demons from Desert Storm, is assigned to investigate her worthiness for the Medal of Honor. But some conflicting accounts, from her crew and soldiers in the area, cause him to question whether she deserves it.","English, Arabic",USA,9 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BODJlOTlkNzUtN2U2OC00NWUxLTg3MjgtNGVmZGU5ZTk0ZjM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.6,"50,929",tt0115956,movie,25 Nov 2015,"$59,031,057",Fox 2000 Pictures,N/A,True
442,Marilyn Hotchkiss' Ballroom Dancing & Charm School,2005,PG-13,12 Jan 2006,103 min,"Comedy, Drama, Musical, Romance",R. Martin Miller,"R. Martin Miller (short film ""Marilyn Hotchkiss Ballroom Dancing and Charm School""), R. Martin Miller (screenplay), Jody Savin (screenplay)","John Goodman, Elden Henson, Robert Carlyle, Sean Astin","Dance is a very powerful drug, if embraced judiciously; to reap its rewards, one must shoulder its challenges with intrepid countenance. Frank Keene, a grieving baker in a near catatonic state, happens on a car accident. The loquacious and insightful victim, Steve Mills, is on his way to an appointment in Pasadena with a years-ago acquaintance; he asks Frank to go in his place. It's a dance class. Frank goes, to find Steve's friend. The story moves back and forth among Steve's childhood, the scene of the accident, and the aftermath of Frank's first Lindy hop. Black eyes, group therapy, loneliness, boys being boys, roads not taken, and saying good-bye color the story.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTYwMDg0Njk1M15BMl5BanBnXkFtZTcwODA4MDQzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.6,"2,976",tt0409034,movie,01 Jan 2017,"$349,132",Charm School,N/A,True
443,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,PG,12 May 1995,99 min,"Comedy, Drama, Romance",Christopher Monger,"Ifor David Monger (story), Christopher Monger","Hugh Grant, Tara Fitzgerald, Colm Meaney, Ian McNeice","Two English cartographers visit the small South Wales village of Ffynnon Garw, to measure what is claimed to be the ""first mountain inside of Wales"". It's 1917, and the war in Europe continues. The villagers are very proud of their ""mountain"", and are understandably disappointed and furious to find that it is in fact a ""hill"". Not to be outwitted by a rule (and the Englishmen who enforce it), the villagers set out to make their hill into a mountain, but to do so they must keep the English from leaving, before the job is done.","English, Welsh",UK,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BODNhNTI3ZWQtYzg1My00OGJmLTk3MGYtMDM2MmJkNWExMzNiXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}]",N/A,6.6,"16,649",tt0112966,movie,08 Oct 2016,"$10,904,930",Miramax,N/A,True
444,Dil Bechara,2020,Not Rated,24 Jul 2020,101 min,"Comedy, Drama, Romance",Mukesh Chhabra,"Shashank Khaitan (adaptation), Suprotim Sengupta (adaptation), Scott Neustadter (based on ""The Fault in Our Stars"" screenplay by), Michael H. Weber (based on ""The Fault in Our Stars"" screenplay by), John Green (based on a novel by)","Sushant Singh Rajput, Sanjana Sanghi, Sahil Vaid, Saswata Chatterjee","The emotional journey of two hopelessly in love youngsters, a young girl, Kizie, suffering from cancer, and a boy, Manny, whom she meets at a support group.",Hindi,India,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNmI0MTliMTAtMmJhNC00NTJmLTllMzQtMDI3NzA1ODMyZWI1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}]",N/A,6.6,"113,138",tt8110330,movie,19 Oct 2020,N/A,20th Century Fox,N/A,True
445,Ice Station Zebra,1968,G,23 Oct 1968,148 min,"Adventure, Thriller",John Sturges,"Alistair MacLean (novel), Douglas Heyes (screenplay), Harry Julian Fink (screen story)","Rock Hudson, Ernest Borgnine, Patrick McGoohan, Jim Brown","Commander James Ferraday, USN, has new orders: get David Jones, a British civilian, Captain Anders, a tough Marine with a platoon of troops, Boris Vasilov, a friendly Russian, and the crew of the nuclear sub USS Tigerfish to the North Pole to rescue the crew of Drift Ice Station Zebra, a weather station at the top of the world. The mission takes on new and dangerous twists as the crew finds out that all is not as it seems at Zebra, and that someone will stop at nothing to prevent the mission from being completed.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNWFmM2FjNjQtNzk5Ny00NDcxLWFiZTEtYmVjMjMxZWQ3NDA3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}]",N/A,6.6,"9,305",tt0063121,movie,01 Jan 2009,N/A,Filmways Pictures,N/A,True
446,Ender's Game,2013,PG-13,01 Nov 2013,114 min,"Action, Adventure, Fantasy, Sci-Fi",Gavin Hood,"Gavin Hood (screenplay by), Orson Scott Card (based on the book Ender's Game by)","Asa Butterfield, Harrison Ford, Hailee Steinfeld, Abigail Breslin","The Earth was ravaged by the Formics, an alien race seemingly determined to destroy humanity. Fifty years later, the people of Earth remain banded together to prevent their own annihilation from this technologically superior alien species. Ender Wiggin, a quiet but brilliant boy, may become the savior of the human race. He is separated from his beloved sister and his terrifying brother and brought to battle school in orbit around earth. He will be tested and honed into an empathetic killer who begins to despise what he does as he learns to fight in hopes of saving Earth and his family.",English,USA,1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjAzMzI5OTgzMl5BMl5BanBnXkFtZTgwMTU5MTAwMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.6,"226,537",tt1731141,movie,19 Nov 2015,"$61,737,191","K/O Paper Products, Chartoff Productions, Odd Lot Entertainment, Taleswapper, Digital Domain",N/A,True
447,Eden,2012,R,19 Jul 2013,98 min,"Crime, Drama",Megan Griffiths,"Richard B. Phillips (screenplay), Megan Griffiths (screenplay), Richard B. Phillips (story), Chong Kim (story)","Jamie Chung, Beau Bridges, Matt O'Leary, Eddie Martinez","A young Korean-American girl, abducted and forced into prostitution by domestic human traffickers, cooperates with her captors in a desperate ploy to survive.","English, Chinese, Spanish",USA,9 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNzAxNTg3NTUzN15BMl5BanBnXkFtZTcwMTMwMDcwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.6,"8,377",tt1734433,movie,10 Aug 2016,N/A,Clatter &amp; Din,N/A,True
448,What Doesn't Kill You,2008,R,10 Sep 2009,100 min,"Crime, Drama",Brian Goodman,"Brian Goodman, Paul T. Murray, Donnie Wahlberg","Mark Ruffalo, Ethan Hawke, Amanda Peet, Will Lyman","An armored car is robbed by three men. A passing police officer and one of the robbers exchange fire. The robber is Paulie. In a flashback we follow him and his closest friend, Brian, as they grow up together in South Boston. They're tough guys, thugs, doing jobs for the local boss and chaffing to do more. Paulie's the leader. Brian drinks too much and free bases, ignoring his wife and two young boys. Life-changing events lead him to try to go straight, look for work, take what comes his way, and go to A.A. meetings. He struggles. Paulie shows him the plans for the armored car job. Will they do it? ""I am who I am,"" Brian tells his wife. Is crime his only skill?",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTU1NzU1MzUyNF5BMl5BanBnXkFtZTcwNjU2ODUxMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.6,"11,836",tt1133991,movie,30 Jul 2018,N/A,"Bob Yari Productions, Battleplan Productions",N/A,True
449,Restoration,1995,R,02 Feb 1996,117 min,"Biography, Drama, History, Romance",Michael Hoffman,"Rose Tremain (novel), Rupert Walters (screenplay)","Robert Downey Jr., Sam Neill, David Thewlis, Polly Walker","An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of a spaniel dear to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry one of the King's mistresses in order to divert the suspicions of another one of his mistresses. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.","English, Latin","USA, UK",Won 2 Oscars. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BZmQwODk5ZGItMDk5OS00MjU4LTgyYmUtYTBiMTFhYWM5MDY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"8,973",tt0114272,movie,10 Aug 2016,"$4,005,941",Miramax,N/A,True
450,Artists and Models,1955,Approved,07 Nov 1955,109 min,"Comedy, Musical, Romance",Frank Tashlin,"Herbert Baker (screenplay), Michael Davidson (play), Hal Kanter (screenplay), Norman Lessing (play), Don McGuire (adaptation), Frank Tashlin (screenplay)","Dean Martin, Jerry Lewis, Shirley MacLaine, Dorothy Malone","Rick Todd and Eugene Fullstack share an apartment and have dreams for the future. Rick is an aspiring artist looking for a break. Eugene loves comic books, especially The Bat Lady series. He is so engrossed with her stories that he has nightmares and dreams of his own comic book characters. Their luck begins to change when Abby Parker is fired as the artist for the Bat Lady. Rick pitches his own comic book series and Eugene gets to meet Bessie Sparrowbrush, who, unbeknown to him, is the artist's model the Bat Lady. Rivalry and romance ensues for all four of them, with several song and dance numbers along the way.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjZkNzBiYjgtMWYyOC00MGFlLWI1NTAtOGE2MjczYzZkN2Q2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}]",N/A,6.6,"3,635",tt0047840,movie,10 Aug 2016,N/A,Paramount,N/A,True
451,The Loved Ones,2009,R,04 Nov 2010,84 min,"Crime, Drama, Horror, Romance, Thriller",Sean Byrne,Sean Byrne,"Xavier Samuel, Robin McLeavy, John Brumpton, Richard Wilson","In order to avoid a ghostly figure in the road, high school senior Brent Mitchell wraps his car around a tree, killing his father. Constantly confronted by his mother's emotional collapse after the accident, Brent escapes into a marijuana fueled world of loud metal music to block the pain and guilt. Dejected and out of sorts, he has a shot at happiness with his girlfriend Holly, a grounded, caring girl with drop dead good looks, a dream date for the high school prom. But his plans are thwarted by a disturbing series of events that take place under a mirrored disco ball, involving pink satin, glitter, syringes, nails, power drills and a secret admirer. Brent has become the prom king at a macabre, sadistic event where he is the entertainment.",English,Australia,2 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMjEzNDQ0MzM0N15BMl5BanBnXkFtZTcwMzA1NDM1Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.7,"37,822",tt1316536,movie,28 Sep 2016,N/A,"Omnilab Media, Ambience Entertainment, Screen Australia",N/A,True
452,Merrill's Marauders,1962,Approved,16 Mar 1962,98 min,"Adventure, Drama, War",Samuel Fuller,"Milton Sperling (screenplay), Samuel Fuller (screenplay), Charlton Ogburn Jr. (book)","Jeff Chandler, Ty Hardin, Peter Brown, Andrew Duggan","Brigadier General Frank D. Merrill leads the 3,000 American volunteers of his 5307th Composite Unit (Provisional), aka ""Merrill's Marauders"", behind Japanese lines across Burma to Myitkyina, pushing beyond their limits and fighting pitched battles at every strong-point.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWJlOTQ5YTUtYmEwYy00NmRlLTk1ZmYtMDBhOTZmOTY3NjUwXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",N/A,6.6,"2,071",tt0056234,movie,16 Apr 2012,N/A,"Warner Bros., United States Pictures",N/A,True
453,Suntan,2016,Unrated,31 Mar 2016,104 min,Drama,Argyris Papadimitropoulos,"Argyris Papadimitropoulos, Syllas Tzoumerkas","Makis Papadimitriou, Elli Tringou, Hara Kotsali, Milou Van Groesen","For middle-aged Kostis, life has passed him by. As the newly appointed doctor of a tiny island, Kostis spends a dreary winter alone. By the time summer arrives, though, the island has turned into a thriving, wild vacation spot with nude beaches and crazy parties. When Kostis meets the beautiful and flirty Anna, he falls hard for her and goes out of his way to conquer and impress her. Before long, Kostis is spending nearly all of his time getting drunk, partying hard, and even making out with Anna. What starts as a rediscovery with his lost-long youth, though, slowly turns into an obsession as Kostis is willing to do whatever it takes to keep his Anna. Suntan celebrates the beauty and strength of the youthful body, while simultaneously embracing its inevitable decay.","Greek, English","Greece, Germany",12 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BOWRiNWU4MjMtNjg2NC00ZGNkLWI5YjgtZjNkYjM1N2UyNjllXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.6,"6,303",tt3954660,movie,13 Jun 2017,"$6,643",N/A,N/A,True
454,Model Shop,1969,M/PG,01 Apr 1969,97 min,"Drama, Romance",Jacques Demy,"Jacques Demy (english dialogue), Jacques Demy, Carole Eastman (english dialogue)","Anouk Aimée, Gary Lockwood, Alexandra Hay, Carol Cole","George Matthews is a young man who is having a bittersweet affair with a French divorcée in Los Angeles. Waiting to be drafted, he is unable to commit himself to anything or anybody, including his girlfriend Gloria. While trying to raise money to prevent his car from being repossessed, George is attracted to Lola, a Frenchwoman who works in a ""model shop"" (an establishment which rents out beautiful pin-up models to photographers). George spends his last twelve dollars to photograph her, and discovers that she is as unhappy as he. Although Lola is unwilling to respond to George, their brief night of lovemaking gives both the will to deal with their respective problems.",English,"France, USA",N/A,https://m.media-amazon.com/images/M/MV5BNWEyNTlhMGUtMjQwMC00YzQ0LWFlOWMtZGI0MDU0MDQ2YWQ1XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}]",N/A,6.7,"1,624",tt0064679,movie,06 Aug 2019,N/A,Columbia Pictures Corporation,N/A,True
455,Full Tilt Boogie,1997,R,31 Jul 1998,97 min,Documentary,Sarah Kelly,N/A,"Rick Stribling, Ken Bondy, Amy Minda Cohen, Elizabeth Avellan","A docu-drama about filming From Dusk Till Dawn (1996). Sarah Kelly takes a non-union film crew onto the set and on location near Barstow of this independent, non-union production. Camaraderie and a constant eye on the shooting schedule dominate interactions. Quentin Tarantino and George Clooney mug for Kelly's camera; Robert Rodriguez, Juliette Lewis and Fred Williamson talk about craft; we watch scenes being shot; and Kelly asks crew members why they do what they do. Also, the International Alliance of Theatrical Stage Employees protests the non-union status of 'From Dusk Till Dawn', executive producer Lawrence Bender tells his side, and Kelly talks to a Variety reporter and others. What's the nature of an indie film?",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjk1ZWI3ZWYtN2Q0ZC00MjViLThlNmQtZDVhODJiOGE4ZWFhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,6.6,"2,628",tt0119165,movie,23 May 2016,"$15,313",Miramax,N/A,True
456,Wake of the Red Witch,1948,Approved,01 Mar 1949,106 min,"Action, Adventure, Romance",Edward Ludwig,"Harry Brown (screen play), Kenneth Gamet (screen play), Garland Roark (novel)","John Wayne, Gail Russell, Gig Young, Adele Mara","Captain Ralls fights Dutch shipping magnate Mayrant Sidneye for the woman he loves, Angelique Desaix, and for a fortune in gold aboard the Red Witch.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZDQ2NGZmNDUtYzQxNy00OGQ1LWE4M2EtODNkZWUxYzc5ZThkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}]",N/A,6.6,"2,441",tt0040946,movie,06 Nov 2018,N/A,Republic,N/A,True
457,The Nightmare,2015,N/A,26 May 2016,92 min,"Drama, Horror, Mystery",Akiz,Akiz,"Carolyn Genzkow, Sina Tkotsch, Wilson Gonzalez, Arnd Klawitter","It's summer. One endless, sexy party under the open sky. Tina and her friends are living the dream of a whole generation of decadent Berlin-party-kids. But after one excessive night she's haunted by a mysterious ugly creature in nightmares she has. The only person she talks about her fears to is her psychologist. His advice is to confront her fears and to reach out to the creature. At first Tina refuses but after she hears about her parents' plans to put her in a mental hospital she starts talking to the creature. She slowly realizes that the creature is an incarnation of her fears and that it has the same feelings she does. Afraid of being called a freak she starts hiding the creature in her room. After a while she even gets close to it. It's almost like a relationship with a wild stray animal. For the first time in her life, it almost seems as if Tina has the courage to be herself. But then her parents and her friends see the creature...","English, German",Germany,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTg4OTg0NzU3MF5BMl5BanBnXkFtZTgwMDc5ODM5MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,6.6,"2,582",tt3141498,movie,30 Dec 2018,N/A,"OOO-Films, Bon Voyage Films",N/A,True
458,The Young Karl Marx,2017,Not Rated,06 Mar 2018,118 min,"Biography, Drama, History",Raoul Peck,"Pascal Bonitzer (screenplay), Raoul Peck (screenplay), Bertina Henrichs (collaborating writer), Pierre Hodgson (collaboration)","August Diehl, Stefan Konarske, Vicky Krieps, Olivier Gourmet","26 year-old Karl Marx embarks with his wife, Jenny, on the road to exile. In 1844 Paris, he meets Friedrich Engels, an industrialist's son, who investigated the sordid birth of the British working-class. Engels, the dandy, provides the last piece of the puzzle to the young Karl Marx's new vision of the world. Together, between censorship and the police's repression, riots and political upheavals, they will lead the labor movement during its development into a modern era.","German, French, English","France, Germany, Belgium",1 win.,https://m.media-amazon.com/images/M/MV5BMmNlNDlmNzAtYWVjYS00NGJjLTlhNzgtODBjZmY3ZTY4OTY0XkEyXkFqcGdeQXVyODE0MDY3NzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.6,"5,859",tt1699518,movie,06 Mar 2018,"$125,659","Artémis Productions, Agat Films &amp; Cie, Rohfilm, Velvet Film",N/A,True
459,Paint Your Wagon,1969,PG-13,15 Oct 1969,164 min,"Comedy, Drama, Musical, Romance, Western",Joshua Logan,"Alan Jay Lerner (book), Alan Jay Lerner (screenplay), Paddy Chayefsky (adaptation)","Lee Marvin, Clint Eastwood, Jean Seberg, Harve Presnell","A Michigan farmer and a prospector form a partnership in the California gold country. Their adventures include buying and sharing a wife, hijacking a stage, kidnaping six prostitutes, and turning their mining camp into a boomtown. Along the way there is plenty of drinking, gambling, and singing. They even find time to do some creative gold mining.",English,USA,Nominated for 1 Oscar. Another 1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMzU4M2YwMjItZThhYi00NDA5LTljYmUtOGNkNjIxYjdiYjBlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.6,"12,583",tt0064782,movie,10 Aug 2016,"$14,500,000","Paramount Pictures, Malpaso Company",N/A,True
