,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
467,Hotel Transylvania 2,2015,PG,25 Sep 2015,89 min,"Animation, Comedy, Family, Fantasy, Horror",Genndy Tartakovsky,"Robert Smigel, Adam Sandler, Todd Durham (based on characters created by)","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James","The Drac pack is back for an all-new monster comedy adventure in Sony Pictures Animation's Hotel Transylvania 2! Everything seems to be changing for the better at Hotel Transylvania... Dracula's rigid monster-only hotel policy has finally relaxed, opening up its doors to human guests. But behind closed coffins, Drac is worried that his adorable half-human, half-vampire grandson, Dennis, isn't showing signs of being a vampire. So while Mavis is busy visiting her human in-laws with Johnny - and in for a major cultural shock of her own - ""Vampa"" Drac enlists his friends Frank, Murray, Wayne and Griffin to put Dennis through a ""monster-in-training"" boot camp. But little do they know that Drac's grumpy and very old, old, old school dad Vlad is about to pay a family visit to the hotel. And when Vlad finds out that his great-grandson is not a pure blood - and humans are now welcome at Hotel Transylvania - things are going to get batty!",English,"USA, Canada, South Korea",1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNThkYmNmYzAtOGI2Ny00ODI4LTgwY2MtZmY3YWMxYTUyYjVjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.7,"110,839",tt2510894,movie,10 Aug 2016,"$169,700,110",Sony Pictures Animation,N/A,True
468,Born to Be Bad,1950,Approved,31 Aug 1950,94 min,"Drama, Film-Noir",Nicholas Ray,"Edith Sommer (screen play), Charles Schnee (adaptation), Robert Soderberg (additional dialogue), George Oppenheimer (additional dialogue), Anne Parrish (novel)","Joan Fontaine, Robert Ryan, Zachary Scott, Joan Leslie","Christabel fools everyone with her sweet exterior including her cousin Donna and Donna's wealthy fiancée Curtis. The only one who sees through her facade is Nick, a rugged writer who loves her anyway. Christabel also loves Nick, but she loves Curtis' money more. After convincing Curtis that Donna is only interested in him for his money, she tricks Curtis into marrying her. Of course, she still dallies with Nick on the side.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODgyNGVjMDUtN2ZhMy00MzliLTk0NjUtYjVjMGZjODVlMDU2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.7,"2,032",tt0042275,movie,16 Apr 2012,N/A,RKO Radio Pictures Inc.,N/A,True
469,Choose Me,1984,R,29 Aug 1984,106 min,"Comedy, Drama, Romance",Alan Rudolph,Alan Rudolph,"Geneviève Bujold, Keith Carradine, Lesley Ann Warren, Patrick Bauchau","Several lost-soul night-owls, including a nightclub owner, a talkback radio relationships counseller, and an itinerant stranger have encounters that expose their contradictions and anxieties about love and acceptance.",English,USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BODU1ODExZmItZTRlYi00NGUwLTk1ZTUtODIzM2Q0M2RlZWNjXkEyXkFqcGdeQXVyNTY1ODAwOTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",N/A,6.8,"2,644",tt0087054,movie,28 Mar 2018,"$2,490,233",Tartan Productions,N/A,True
470,The Wound,2017,Unrated,19 Apr 2017,88 min,"Drama, Romance",John Trengove,"John Trengove, Thando Mgqolozana, Malusi Bengu, John Trengove (based on a story by), Batana Vundla (based on a story by)","Nakhane Touré, Bongile Mantsai, Niza Jay, Thobani Mseleni","Xolani, a lonely factory worker, travels to the rural mountains with the men of his community to initiate a group of teenage boys into manhood. When a defiant initiate from the city discovers his best-kept secret, Xolani's entire existence begins to unravel.","Xhosa, Afrikaans, English","South Africa, Germany, Netherlands, France",26 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BOWI5N2M1YTItZDA0Mi00YjA2LWJlYzItNjFhOTliN2NmYTk3XkEyXkFqcGdeQXVyMDYxMjcxMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,6.7,"1,686",tt6333070,movie,N/A,"$30,678",N/A,N/A,True
471,MFKZ,2017,R,11 Oct 2018,94 min,"Animation, Action, Comedy, Sci-Fi, Thriller","Shôjirô Nishimi, Guillaume Renard","Amanda Céline Miller (adaptation), Baljeet Rai (English adaptation), Guillaume Renard (screenplay)","Orelsan, Gringe, Redouanne Harjane, Féodor Atkine","Angelino is just one of thousands of deadbeats living in Dark Meat City. But an otherwise unremarkable scooter accident caused by a beautiful, mysterious stranger is about to transform his life... into a waking nightmare! He starts seeing monstrous forms prowling around all over the city... Is Angelino losing his mind, or could an alien invasion really be happening this quietly...?","French, Spanish, English","France, Japan, USA",3 nominations.,https://m.media-amazon.com/images/M/MV5BOTc3MTVjMDEtZDk4Zi00M2I2LTk4YzctZTkxNjVhNDI0OGRlXkEyXkFqcGdeQXVyNDA5NDYyNDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.7,"3,588",tt4717402,movie,26 Mar 2019,"$229,423",Studio 4C,N/A,True
472,Breakheart Pass,1975,PG,25 Dec 1975,95 min,"Mystery, Western",Tom Gries,"Alistair MacLean (novel), Alistair MacLean (screenplay)","Charles Bronson, Ben Johnson, Richard Crenna, Jill Ireland","Train with medical supplies and small U.S. Army unit is heading through Rocky mountains towards plagued Fort Humboldt. Among its passengers are territory governor, priest, doctor and U.S. Marshal with his prisoner, John Deakin. However, nothing on that train is what it seems.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYzBlM2M2ZjQtODExMi00OTlkLWI2N2UtYWRiZDNiNDUwYTBhXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.7,"6,806",tt0072735,movie,02 Dec 2016,N/A,Elliott Kastner Productions,N/A,True
473,Seems Like Old Times,1980,PG,19 Dec 1980,102 min,"Comedy, Romance",Jay Sandrich,Neil Simon,"Goldie Hawn, Chevy Chase, Charles Grodin, Robert Guillaume","Writer Nick Gardenia is kidnapped from his California cliffhouse and forced to rob a bank. Now a fugitive, he seeks help from his ex, Glenda. She is a public defender remarried to a prosecutor, and we get a houseful of hijinks.","English, Spanish",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYWRiY2YwZGQtZjcxYS00NjZjLWFlZjMtNTlmMmEwNThlNzNlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.7,"8,876",tt0081480,movie,21 Jun 2016,"$43,995,918",Rastar Pictures,N/A,True
474,The Other Boleyn Girl,2008,PG-13,29 Feb 2008,115 min,"Biography, Drama, History, Romance",Justin Chadwick,"Peter Morgan (screenplay), Philippa Gregory (novel)","Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess","A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne and Mary Boleyn, driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII.",English,"UK, USA",3 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ2NTg1Mjk1Ml5BMl5BanBnXkFtZTYwODI5Njk3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.7,"106,095",tt0467200,movie,16 Apr 2012,"$26,814,957",Columbia Pictures,N/A,True
475,The Negotiation,2018,Not Rated,19 Sep 2018,114 min,"Action, Crime, Thriller",Jong-suk Lee,"Sung-Hyun Choi, Myeong-chan Park (comic)","Hyun Bin, Son Ye-Jin, Joo-Young Lee, Kim Sang-Ho","An ace crisis negotiator faces off against a cold-blooded hostage taker. Over the course of 21 hours, she attempts to crack his unusually calm demeanor and force him to reveal his motivations.","Korean, English",South Korea,N/A,https://m.media-amazon.com/images/M/MV5BMzg2MzZjZTgtMWEyNi00M2YxLWE5ZDktNzc4OTVjNzQyNDc1XkEyXkFqcGdeQXVyNDcyMjQ4MzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.7,"2,499",tt6904272,movie,21 Nov 2018,"$110,986",CJ Entertainment,N/A,True
476,The Prisoner of Second Avenue,1975,PG,05 May 1975,98 min,Comedy,Melvin Frank,"Neil Simon (play), Neil Simon (screenplay)","Jack Lemmon, Anne Bancroft, Gene Saks, Elizabeth Wilson","The story of Mel and Edna (Jack Lemmon and Anne Bancroft), a middle-class, middle-aged, middle-happy couple living in a Manhattan high rise apartment building. Mel loses his job, the apartment is robbed, Edna gets a job, Mel loses his mind, Edna loses her job . . . to say nothing of the more minor tribulations of nosy neighbors, helpful relatives and exact bus fares. The couple suffers indignity after indignity (some self-inflicted) and when they seem on the verge of surrender, they thumb their noses defiantly and dig the trenches for battle.",English,USA,Nominated for 1 BAFTA Film Award. Another 1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMzljNGUwNWUtYTAwYy00MzgzLTg3OGYtODk4OGM3MmFiOTczXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.7,"3,115",tt0072034,movie,01 Jan 2009,N/A,Warner Bros.,N/A,True
477,The Return of the Tall Blond Man,1974,N/A,18 Dec 1974,84 min,Comedy,Yves Robert,"Yves Robert (screenplay), Francis Veber (screenplay and dialogue)","Pierre Richard, Jean Carmet, Jean Rochefort, Mireille Darc","With 'little captain' Cambrai raising serious doubts about the reality of the so-called ""super spy"", Colonel Toulouse kidnaps Christine and forces Francois to play again the character of ""The Tall Blond Man with One Black Shoe"" in some fake adventures. All this to stop the investigation into the death of Colonel Milan.",French,France,N/A,https://m.media-amazon.com/images/M/MV5BOTg4YWVkYTEtOWZhYS00N2M2LTkzNjYtOWI2ZmRlMzIzMzUyXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}]",N/A,6.8,"3,350",tt0072080,movie,N/A,N/A,"Gaumont International, Les Productions de la Guéville",N/A,True
478,Something's Gotta Give,2003,PG-13,12 Dec 2003,128 min,"Comedy, Drama, Romance",Nancy Meyers,Nancy Meyers,"Jack Nicholson, Diane Keaton, Keanu Reeves, Frances McDormand","Harry Sanborn is an aged music industry exec with a fondness for younger women like Marin, his latest trophy girlfriend. Things get a little awkward when Harry suffers a heart attack at the home of Marin's mother Erica. Left in the care of Erica and his doctor, a love triangle starts to take shape.","English, French",USA,Nominated for 1 Oscar. Another 8 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BODYyNmRlNDMtYzg1Zi00NzlhLWI4ZDMtZWUwOTQzMDZiYTQyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.7,"113,506",tt0337741,movie,16 Apr 2012,"$124,728,738","Warner Brothers, Waverly Films, Columbia Pictures Corporation",N/A,True
479,Dabbe: The Possession,2013,N/A,02 Aug 2013,120 min,Horror,Hasan Karacadag,Hasan Karacadag,"Elcin Atamgüc, Mert Birden, Orhan Gencer, Muzaffer Göçmen","Preparing for her wedding, Kübra gets possessed by unknown livings. To cure Kübra, a psychiatrist, Ebru, gets on way. Ebru is also an old friend of Kübra. Ebru would work together with an exorcist to save Kübra. Just when things seemed to be going well, everything start going horribly wrong.",Turkish,Turkey,N/A,https://m.media-amazon.com/images/M/MV5BMjMxMTQ5MjY4Nl5BMl5BanBnXkFtZTcwMTY3NTQ5OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"5,067",tt3069758,movie,N/A,N/A,N/A,N/A,True
480,"Ghidorah, the Three-Headed Monster",1964,Not Rated,13 Sep 1965,85 min,"Action, Adventure, Sci-Fi",Ishirô Honda,Shin'ichi Sekizawa,"Yôsuke Natsuki, Yuriko Hoshi, Hiroshi Koizumi, Akiko Wakabayashi","A princess from a small Himalayan country becomes possessed by the spirit of a Venusian (a Martian in the American version) and escapes a plane just as it explodes. As this happens a meteorite falls from the sky containing Ghidorah, the monster responsible for her planet's destruction. At the same time, Godzilla and Rodan emerge from hibernation and not only attack Japan, but each other as well. Mothra, along with its twin priestesses, attempt to convince Godzilla and Rodan to stop their fighting each other and to team up to fight the new monster. At the same time, the princess is being hunted by a group of assassins who want to kill her so that her enemies can take over her homeland.",Japanese,Japan,1 nomination.,https://m.media-amazon.com/images/M/MV5BNjU1MDBiNzEtZWIwZC00Zjg1LWIyYjMtM2FiNGQ1Nzg0M2ViXkEyXkFqcGdeQXVyNjQ2MzU1NzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,6.7,"5,936",tt0058544,movie,20 Apr 2014,N/A,Toho Company,N/A,True
481,Death Watch,1980,R,01 Apr 1982,117 min,"Drama, Sci-Fi, Thriller",Bertrand Tavernier,"David Compton (novel), David Rayfiel, Bertrand Tavernier, Géza von Radványi (German dialogue)","Romy Schneider, Harvey Keitel, Harry Dean Stanton, Thérèse Liotard","Roddy has a camera implanted in his brain. He is then hired by a television producer to film a documentary of terminally ill Katherine, without her knowledge. His footage will then be run on the popular TV series, ""Death Watch""...","French, English, German","France, West Germany",1 win & 8 nominations.,https://m.media-amazon.com/images/M/MV5BOTQ5NDlhZmEtMDE3Ni00NWFlLTg0MGQtMmJjODIwZjZiZTM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}]",N/A,6.7,"2,686",tt0081182,movie,30 Nov 2016,N/A,Films A2,N/A,True
482,The Bone Collector,1999,R,05 Nov 1999,118 min,"Crime, Drama, Mystery, Thriller",Phillip Noyce,"Jeffery Deaver (book), Jeremy Iacone (screenplay)","Denzel Washington, Angelina Jolie, Queen Latifah, Michael Rooker","Quadripeligic ex-cop Lincoln Rhyme was looking forward to his assisted suicide when he got the news: some sicko was abducting people in a taxi and leaving them to die in particularly sadistic ways. With time counting down between each abduction and possible death, Rhyme recruits rather-unwilling Amelia Donaghy, haunted by her cop father's suicide and thinking she's next, into working the crime scenes to track down the killer.",English,"USA, Canada",1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BOWQxN2ZmNDMtMzA2Ny00ZDJhLTlkNTgtMWMyZjljY2QzMzNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.7,"157,421",tt0145681,movie,07 May 2015,"$66,518,655","Universal Pictures, Columbia Pictures Corporation",N/A,True
483,Text,2019,N/A,24 Oct 2019,132 min,"Drama, Thriller",Klim Shipenko,"Dmitriy Glukhovskiy (novel), Dmitriy Glukhovskiy (screenplay)","Alexander Petrov, Kristina Asmus, Ivan Yankovskiy, Sofya Ozerova","Ilya Goryunov is 27, and has spent the last seven years in prison on a false charge of dealing drugs. Finally outside, he's driven by his desire for revenge against Petr, the rich kid who ...",Russian,Russia,7 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BN2FlZjRkYTgtZWZlMy00ZWQ5LTlhYzAtYmQ0ZWQyZGRmZGVjXkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,"2,506",tt10767426,movie,N/A,N/A,N/A,N/A,True
484,Danny Deckchair,2003,PG-13,31 Jul 2003,100 min,"Comedy, Romance",Jeff Balsmeyer,"Jeff Balsmeyer, Lizzie Bryant (additional dialogue), Tim Gooding (additional dialogue)","Rhys Ifans, Miranda Otto, Justine Clarke, Rhys Muldoon","Based on a true story, the tale of a cement truck driver named Danny, whose long awaited vacation is cancelled thanks to his scheming girlfriend, Trudy. Danny escapes his grim life in suburban Australia and blasts into the skies in a chair tied with helium balloons. A mighty thunderstorm blows him clean off the map, and spits him out far away over the lush green town of Clarence. In this new town, he rockets into the world of Glenda, the town's only parking cop. While the media back home becomes obsessed with the story of his disappearance, Danny gets to reinvent himself in this new town, and in his great adventure, he discovers a true soulmate in Glenda. Fate catches up with him eventually, as Danny's true identity is revealed and Trudy--now a tabloid celebrity--comes to the idyllic town to claim Danny and drag him back to Sydney. Danny, however, is a changed man; he's discovered what it means to be happy and has found a new self-worth. Saying farewell to Trudy, Danny makes a dynamic re-entry to the town of Clarence--determined to win Glenda back again and embrace his newfound zest for life.",English,Australia,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTYxODk5MjU4MV5BMl5BanBnXkFtZTcwODMwMzYyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.7,"4,837",tt0337960,movie,07 Nov 2016,"$160,276","City Productions Pty. Limited, Macquarie Film Corporation",N/A,True
485,When the Raven Flies,1984,R,25 Apr 1985,109 min,"Action, Drama",Hrafn Gunnlaugsson,"Edda Andrésdóttir (additional), Hrafn Gunnlaugsson, Bo Jonsson (screenplay)","Jakob Þór Einarsson, Edda Björgvinsdóttir, Helgi Skúlason, Gotti Sigurdarson","Ireland: Vikings pillage the land, seeking silver and slaves, slaying men and women in the process. A young boy is spared when a Viking takes pity on him instead of killing him. Iceland 20 years later: The boy returns to take his revenge on the killers, the Norwegian foster brothers; Thord and Eirik, by cunning and hidden weapons.",Icelandic,"Iceland, Sweden",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTkyMDMxMjQ4Nl5BMl5BanBnXkFtZTcwMzAzMTYyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}]",N/A,6.7,"2,341",tt0087432,movie,N/A,N/A,"Viking Film, Svenska Filminstitutet",N/A,True
486,Backbeat,1994,R,15 Apr 1994,100 min,"Biography, Drama, Music, Romance",Iain Softley,"Iain Softley, Michael Thomas, Stephen Ward","Sheryl Lee, Stephen Dorff, Ian Hart, Gary Bakewell","A pre-fame Beatles head for the seedy clubs of Hamburg in search of success. The band meet up with a group of trendy German beatniks, one of whom (Astrid Kircherr) bass guitarist Stuart Sutcliffe falls in love with. Whilst best friend John Lennon can only watch, Sutcliffe has to choose between rock 'n roll and a new life in Germany...","English, German, French, Russian","UK, Germany",Nominated for 1 BAFTA Film Award. Another 5 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNTFlMjVlNWQtZjM1Zi00MzgxLTlhYmUtZDg1MzhkNjhiYzllXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",N/A,6.7,"5,870",tt0106339,movie,12 Aug 2003,"$2,392,589",N/A,N/A,True
487,The Good Dinosaur,2015,PG,25 Nov 2015,93 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy",Peter Sohn,"Bob Peterson (original concept & development by), Peter Sohn (story by), Erik Benson (story by), Meg LeFauve (story by), Kelsey Mann (story by), Bob Peterson (story by), Meg LeFauve (screenplay by), Peter Hedges (additional screenplay material by), Adrian Molina (additional screenplay material by)","Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple","""The Good Dinosaur"" asks the question: What if the asteroid that forever changed life on Earth missed the planet completely and giant dinosaurs never became extinct? In this epic journey into the world of dinosaurs, an Apatosaurus named Arlo makes an unlikely human friend. While traveling through a harsh and mysterious landscape, Arlo learns the power of confronting his fears and discovers what he is truly capable of.",English,USA,9 wins & 41 nominations.,https://m.media-amazon.com/images/M/MV5BMTc5MTg2NjQ4MV5BMl5BanBnXkFtZTgwNzcxOTY5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.7,"104,487",tt1979388,movie,23 Feb 2016,"$123,087,120",Pixar Animation Studios,N/A,True
488,Give Me Liberty,2019,N/A,23 Aug 2019,110 min,"Comedy, Drama",Kirill Mikhanovsky,"Alice Austen (script), Kirill Mikhanovsky (script)","Chris Galust, Lauren 'Lolo' Spencer, Maksim Stoyanov, Steve Wolski","In this freewheeling comedy, medical transport driver Vic risks his job to shuttle a group of rowdy seniors and a Russian boxer to a funeral, dragging clients like Tracy, a young woman with ALS, along for the ride.","English, Russian",USA,6 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMDZmNWU0NGMtMDRkYi00ZjU5LWFiZTEtZTU3ODQ0YTcxMTYxXkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,6.7,"1,684",tt4169146,movie,12 Jan 2020,"$242,734",N/A,N/A,True
489,Anna Karenina,1948,Approved,27 Sep 1948,139 min,"Drama, Romance",Julien Duvivier,"Jean Anouilh (screenplay), Guy Morgan (screenplay), Julien Duvivier (screenplay)","Vivien Leigh, Ralph Richardson, Kieron Moore, Hugh Dempster","Stefan and Dolly Oblonsky have had a little spat and Stefan has asked his sister, Anna Karenina, to come down to Moscow to help mend the rift. Anna's companion on the train from St. Petersburg is Countess Vronsky who is met at the Moscow station by her son. Col. Vronsky looks very dashing in his uniform and it's love at first sight when he looks at Anna and their eyes meet. Back in St. Petersburg they keep running into each other at parties. Since she has a husband and small son, they must be very discreet if they are going to see each other alone.","English, Italian",UK,N/A,https://m.media-amazon.com/images/M/MV5BMDg2YWFkYzYtZjJiMS00NGFmLWJhMWQtYmMzNDRhMThhNTJmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.7,"2,470",tt0040098,movie,09 Jul 2016,N/A,London Film Production,N/A,True
490,Uptown Saturday Night,1974,PG,26 Jul 1974,104 min,"Action, Comedy, Crime",Sidney Poitier,Richard Wesley,"Sidney Poitier, Bill Cosby, Harry Belafonte, Flip Wilson","Steve Jackson and Wardell Franklin sneak out of their houses to visit Madame Zenobia's: a high-class but illegal nightclub. During their visit, however, the place is robbed and they are forced to hand over their wallets. Steve's wallet turns out to have contained a winning lottery ticket, and together they must recover their stolen property.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BNGE1YzlhYzctNzgyYS00YzU0LTk4MjYtNWVkZWNkZDA1MmEwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",N/A,6.7,"2,055",tt0072351,movie,15 Feb 2012,N/A,N/A,N/A,True
491,The Prey,2011,R,07 Jun 2013,105 min,"Action, Adventure, Crime, Drama, Thriller",Eric Valette,"Laurent Turner (scenario), Luc Bossi (scenario), Jeffrey Hylton (English adaptation)","Albert Dupontel, Alice Taglioni, Stéphane Debac, Sergi López","Bank-robber Franck Adrien is serving a prison sentence after robbing a national bank. Before he was caught he managed to hide the money but now it's not just the police who are looking for the money. His cell-mate is Jean-Louis Maurel, an alleged rapist/child molester who claims his innocence. When the court finds Maurel not guilty, Maurel promises to look after Franck's family when he gets out. But one day, a man called Manuel Carrega tells Franck that Maurel is a suspected serial killer and that Franck's family is in danger. Franck escapes from prison and police officer Claire Linné and her team take up the chase.",French,France,N/A,https://m.media-amazon.com/images/M/MV5BOGNhNDY5ZTAtYWI2Mi00OWY0LTg3MjAtZmM3M2Q1YTcyMDAwXkEyXkFqcGdeQXVyMjU3Nzg4MDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.7,"5,053",tt1726861,movie,10 Aug 2016,"$13,959",N/A,N/A,True
492,Paradise,1991,PG-13,04 Oct 1991,111 min,Drama,Mary Agnes Donoghue,Mary Agnes Donoghue (screenplay),"Melanie Griffith, Don Johnson, Elijah Wood, Thora Birch","Melanie Griffith and Don Johnson (at the time married to each other) play Lily and Ben Reed, a young couple torn apart by a family tragedy. It would take a miracle to rekindle their love and a miracle arrives in the form of a summer guest - Willard Young played by Elijah Wood.",English,USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BY2EyNWY2ODctYzBjMS00MTM2LThmZDYtMTQyM2I3MGZjYzc5XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}]",N/A,6.7,"2,705",tt0102631,movie,10 Aug 2016,"$18,634,643","Touchstone Pictures, Interscope Communications",N/A,True
493,The Best of Me,2014,PG-13,17 Oct 2014,118 min,"Drama, Romance",Michael Hoffman,"Nicholas Sparks (novel), Will Fetters (screenplay), J. Mills Goodloe (screenplay)","Michelle Monaghan, James Marsden, Luke Bracey, Liana Liberato","Amanda and Dawson are soul mates who met as teens and were from different backgrounds. But circumstances would force them to part ways. 20 years later they are brought back together by the passing of a mutual friend. So they go back home to fulfill his final wishes and they run into each other. While Amanda is married, albeit unhappily, she still has feelings for Dawson but can't forgive him for pushing her away.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzQ5Njg3Njk5N15BMl5BanBnXkFtZTgwODIwODIxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,6.7,"67,582",tt1972779,movie,19 Jan 2015,"$26,766,213","Relativity, Nicholas Sparks Productions, DiNovi Pictures",N/A,True
