,carat,cut,color,clarity,depth,table,x,y,z,price
20802,0.24,Very Good,E,VVS2,61.6,59.0,3.98,4.01,2.46,552
20803,0.3,Ideal,F,VS1,61.4,56.0,4.37,4.33,2.67,844
20804,1.19,Premium,H,SI1,61.4,58.0,6.79,6.83,4.18,5595
20805,0.94,Premium,F,SI2,62.4,58.0,6.23,6.17,3.87,3456
20806,1.05,Ideal,I,VS2,62.2,56.0,6.52,6.5,4.05,3428
20807,0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,1043
20808,0.31,Ideal,I,VS1,61.7,54.6,4.38,4.39,2.71,502
20809,1.0,Ideal,E,I1,61.8,56.0,6.43,6.38,3.96,3584
20810,1.1,Very Good,H,SI1,62.4,58.0,6.58,6.62,4.12,4938
20811,0.3,Ideal,F,VVS1,62.4,56.0,4.28,4.31,2.68,868
20812,1.11,Premium,E,SI2,61.0,60.0,6.68,6.66,4.07,4177
20813,0.36,Very Good,I,VS1,63.3,56.0,4.56,4.51,2.87,729
20814,0.76,Very Good,G,VVS2,61.5,59.0,5.83,5.91,3.61,3394
20815,0.53,Ideal,G,VVS2,61.8,58.0,5.18,5.2,3.21,1941
20816,1.01,Good,H,I1,63.2,58.0,6.33,6.39,4.02,3110
20817,2.01,Good,H,I1,63.9,59.0,8.01,7.92,5.09,7024
20818,0.32,Good,E,SI1,63.4,56.0,4.31,4.34,2.74,524
20819,0.42,Ideal,E,VS2,62.4,55.0,4.83,4.79,3.0,1024
20820,0.7,Premium,E,VS2,62.5,59.0,5.65,5.62,3.52,2737
20821,0.3,Premium,G,VS1,62.4,58.0,4.24,4.22,2.64,776
20822,0.34,Good,F,SI2,63.9,56.0,4.4,4.43,2.82,417
20823,0.31,Ideal,E,VS2,61.1,56.0,4.37,4.4,2.68,632
20824,0.29,Very Good,F,VVS2,60.2,58.0,4.29,4.35,2.6,664
20825,1.05,Ideal,E,VS1,62.1,56.0,6.57,6.48,4.05,9160
20826,0.42,Ideal,H,SI1,62.4,57.0,4.79,4.76,2.98,898
20827,0.76,Very Good,I,VS1,59.8,61.0,5.92,5.96,3.55,2530
20828,0.72,Ideal,G,VS2,62.7,56.0,5.72,5.76,3.6,2578
20829,1.57,Ideal,I,SI2,62.8,57.0,7.39,7.36,4.63,7385
20830,1.13,Ideal,D,VVS2,60.1,57.0,6.83,6.78,4.09,12261
20831,1.75,Premium,F,SI2,58.0,59.0,7.97,7.92,4.61,8820
20832,1.54,Fair,F,SI1,65.8,56.0,7.22,7.18,4.74,10954
20833,1.52,Premium,H,SI2,62.0,58.0,7.37,7.34,4.56,7906
20834,0.7,Ideal,G,VS2,61.9,56.0,5.68,5.7,3.52,3253
20835,0.34,Ideal,E,VS1,62.0,56.0,4.48,4.52,2.79,805
20836,1.36,Premium,G,SI1,60.6,59.0,7.21,7.17,4.36,7729
20837,1.1,Ideal,G,SI2,62.1,56.0,6.63,6.61,4.11,4750
20838,0.32,Premium,F,SI2,59.7,59.0,4.43,4.48,2.66,421
20839,0.8,Premium,J,SI1,58.4,59.0,6.12,6.04,3.55,2016
20840,0.41,Very Good,G,SI1,62.5,57.0,4.69,4.72,2.94,719
20841,0.32,Ideal,F,VVS1,62.1,56.0,4.43,4.39,2.74,990
20842,2.02,Premium,I,SI2,61.2,58.0,8.11,8.04,4.94,13117
20843,1.51,Very Good,J,SI2,63.2,58.0,7.28,7.25,4.59,6171
20844,0.73,Very Good,F,SI2,58.0,61.0,5.94,5.99,3.46,2485
20845,0.32,Premium,E,VVS2,61.1,58.0,4.42,4.45,2.71,842
20846,0.9,Ideal,I,SI1,60.8,57.0,6.25,6.22,3.79,3251
20847,2.03,Very Good,G,SI1,60.1,60.0,8.09,8.18,4.89,18630
20848,0.45,Premium,F,SI2,61.5,61.0,4.95,4.9,3.03,936
20849,0.45,Premium,E,SI1,62.8,58.0,4.88,4.84,3.05,1091
20850,0.54,Ideal,G,SI1,61.9,55.0,5.24,5.26,3.25,1736
20851,0.3,Premium,H,SI1,61.2,60.0,4.29,4.31,2.63,421
20852,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,4108
20853,1.22,Ideal,F,SI1,62.8,55.0,6.87,6.79,4.29,6456
20854,0.95,Very Good,J,VS2,63.5,56.0,6.24,6.27,3.97,3314
20855,0.52,Ideal,F,VVS1,60.9,57.0,5.2,5.25,3.18,2188
20856,0.42,Ideal,E,SI1,61.3,57.0,4.81,4.79,2.94,992
20857,0.33,Good,G,IF,57.9,60.0,4.55,4.57,2.64,984
20858,1.52,Very Good,F,SI1,61.4,59.0,7.39,7.46,4.56,11776
20859,0.82,Ideal,I,SI2,61.1,57.0,6.05,6.09,3.71,2075
20860,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,7354
20861,0.7,Good,E,SI1,65.0,57.0,5.53,5.58,3.61,2038
20862,1.09,Very Good,D,SI2,59.2,63.0,6.67,6.71,3.96,4244
20863,0.7,Ideal,F,VS2,62.0,57.0,5.71,5.67,3.53,2535
20864,1.0,Good,D,SI2,64.3,53.0,6.29,6.34,4.06,3894
20865,0.32,Very Good,D,SI1,63.3,57.0,4.38,4.37,2.77,756
20866,0.7,Good,F,VS2,64.3,59.0,5.6,5.56,3.59,2373
20867,0.33,Premium,F,VS2,62.1,59.0,4.44,4.39,2.74,854
20868,0.33,Good,D,SI2,63.3,53.0,4.39,4.42,2.79,492
20869,2.01,Very Good,E,SI2,63.3,61.0,7.86,7.8,4.96,15618
20870,0.29,Very Good,E,VS1,61.9,55.0,4.28,4.33,2.66,555
20871,0.23,Very Good,E,VVS2,63.0,58.0,3.95,3.99,2.5,505
20872,0.43,Ideal,G,SI1,62.9,55.0,4.87,4.83,3.05,968
20873,0.93,Premium,J,SI2,61.9,57.0,6.21,6.19,3.84,2807
20874,0.36,Ideal,G,VS1,60.6,57.0,4.58,4.62,2.79,761
20875,0.7,Premium,E,SI1,61.3,58.0,5.71,5.84,3.54,2386
20876,1.29,Ideal,H,VS1,61.8,56.0,6.97,7.02,4.32,9273
20877,0.59,Very Good,H,VS2,61.8,56.0,5.37,5.41,3.33,1552
20878,2.07,Very Good,H,SI1,59.8,58.0,8.23,8.26,4.93,17019
20879,0.3,Fair,E,VS2,66.7,59.0,4.23,4.05,2.78,630
20880,1.03,Ideal,F,VVS2,62.1,55.0,6.47,6.5,4.03,9131
20881,1.07,Good,D,SI2,61.0,62.0,6.6,6.68,4.05,4710
20882,0.41,Ideal,E,VS1,62.0,54.0,4.76,4.79,2.96,1079
20883,1.95,Very Good,H,SI1,62.9,58.0,7.86,7.94,4.97,14603
20884,1.04,Ideal,H,SI2,59.6,56.0,6.64,6.59,3.94,4077
20885,2.02,Fair,H,SI2,56.5,61.0,8.33,8.37,4.72,14080
20886,1.5,Ideal,I,VS1,62.0,54.0,7.32,7.38,4.56,10164
20887,0.9,Good,H,VS2,64.3,60.0,6.02,6.04,3.88,3890
20888,0.3,Good,H,SI1,63.4,58.0,4.21,4.24,2.68,421
20889,2.36,Ideal,H,SI2,61.8,56.0,8.57,8.53,5.28,14146
20890,0.38,Premium,G,VS2,59.3,59.0,4.71,4.74,2.8,766
20891,0.31,Ideal,E,VS2,61.4,54.0,4.33,4.4,2.68,680
20892,1.5,Premium,I,SI2,61.2,59.0,7.39,7.36,4.51,7476
20893,0.51,Good,G,SI2,63.6,54.0,5.08,5.05,3.22,1129
20894,1.17,Premium,F,I1,62.2,58.0,6.76,6.72,4.19,3984
20895,0.92,Premium,G,SI1,61.5,60.0,6.26,6.19,3.83,3751
20896,0.81,Ideal,E,VS2,61.5,57.0,6.0,6.06,3.71,3975
20897,0.32,Ideal,G,IF,61.5,55.0,4.43,4.45,2.73,918
20898,0.28,Very Good,D,VS1,61.7,58.0,4.19,4.24,2.6,487
20899,0.93,Premium,G,SI2,61.4,56.0,6.27,6.23,3.84,3019
20900,2.01,Premium,H,SI2,61.8,62.0,8.05,7.97,4.95,11646
20901,0.3,Ideal,D,SI1,61.8,56.0,4.31,4.33,2.67,508
20902,0.55,Ideal,F,VVS2,60.8,56.0,5.27,5.32,3.22,2294
20903,0.77,Premium,E,VS1,60.8,56.0,5.95,5.9,3.6,3260
20904,0.5,Ideal,E,VS2,62.9,55.0,5.11,5.07,3.2,1676
20905,1.5,Good,F,SI2,62.4,55.0,7.27,7.34,4.56,7738
20906,0.35,Ideal,D,VVS1,61.5,57.0,4.55,4.52,2.79,1247
20907,0.5,Ideal,G,VVS2,62.2,56.0,5.08,5.11,3.17,1842
20908,0.33,Premium,I,VS2,62.0,60.0,4.41,4.46,2.75,463
20909,1.08,Premium,F,SI1,62.1,58.0,6.61,6.57,4.09,4953
20910,0.84,Fair,G,VS1,55.6,64.0,6.42,6.32,3.54,2724
20911,1.14,Ideal,G,SI2,62.3,56.0,6.66,6.69,4.16,6346
20912,2.01,Ideal,I,SI1,62.9,55.0,8.07,8.0,5.05,12606
20913,2.02,Premium,I,SI2,59.4,59.0,8.21,8.25,4.89,14211
20914,1.17,Ideal,H,SI2,62.3,57.0,6.74,6.78,4.21,5019
20915,0.51,Ideal,H,VS1,62.6,57.0,5.09,5.13,3.2,1438
20916,1.01,Premium,H,I1,58.1,59.0,6.66,6.6,0.0,3167
20917,0.32,Premium,D,SI1,62.6,58.0,4.36,4.33,2.72,756
20918,1.35,Very Good,I,SI1,59.5,58.0,7.28,7.17,4.3,6573
20919,0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,4795
20920,0.3,Ideal,D,VS2,62.5,57.0,4.25,4.29,2.67,710
20921,0.4,Very Good,D,VVS2,61.4,58.3,4.73,4.74,2.9,1359
20922,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,2862
20923,0.41,Very Good,D,SI1,64.1,54.0,4.72,4.74,3.03,689
20924,0.73,Premium,E,VS1,61.3,59.0,5.81,5.78,3.55,2870
20925,2.0,Premium,H,SI1,62.0,56.0,8.05,7.94,4.96,15096
20926,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,13970
20927,0.38,Good,D,VS1,63.4,55.0,4.61,4.64,2.93,853
20928,0.72,Ideal,D,SI1,61.7,55.0,5.77,5.8,3.57,3568
20929,1.5,Good,J,VS2,63.6,58.0,7.23,7.2,4.59,7308
20930,0.48,Ideal,F,VS1,60.8,56.3,5.1,5.08,3.1,1404
20931,0.41,Ideal,F,VVS1,61.7,57.0,4.77,4.8,2.95,1295
20932,1.21,Good,H,SI1,63.8,64.0,6.72,6.63,4.26,5407
20933,0.76,Ideal,F,SI2,61.9,57.0,5.87,5.9,3.64,2403
20934,0.26,Ideal,E,VS1,62.3,57.0,4.05,4.08,2.53,556
20935,0.38,Ideal,E,VS1,61.7,53.0,4.69,4.71,2.9,905
20936,0.56,Ideal,D,VS2,62.2,56.0,5.24,5.28,3.27,1963
20937,1.01,Premium,F,SI2,58.8,61.0,6.53,6.46,3.82,4468
20938,1.51,Very Good,I,SI1,62.7,61.0,7.27,7.33,4.58,8637
20939,0.41,Good,D,SI1,63.1,57.0,4.68,4.73,2.97,717
20940,0.52,Ideal,G,VS2,61.9,55.0,5.15,5.19,3.2,1586
20941,0.7,Ideal,E,VS1,60.5,56.0,5.78,5.83,3.51,3419
20942,2.02,Good,G,SI2,57.5,61.0,8.37,8.35,4.81,12929
20943,0.25,Premium,E,VVS2,61.5,59.0,4.04,4.02,2.48,740
20944,0.44,Ideal,F,VVS2,60.9,55.0,4.96,4.92,3.01,1253
20945,0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,1736
20946,0.41,Very Good,E,SI1,62.8,57.0,4.71,4.75,2.97,705
20947,0.48,Premium,F,VS2,58.7,58.0,5.22,5.17,3.05,1294
20948,1.2,Very Good,E,SI2,63.3,55.0,6.77,6.73,4.27,5645
20949,0.76,Very Good,E,IF,61.9,56.0,5.83,5.85,3.62,4798
20950,1.0,Ideal,F,SI1,62.0,57.0,6.37,6.43,3.97,5197
20951,0.33,Premium,G,VVS1,62.1,58.0,4.43,4.4,2.74,1114
20952,0.27,Ideal,H,VS1,62.3,54.0,4.16,4.19,2.6,500
20953,0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,1024
20954,1.0,Very Good,D,VS2,63.4,59.0,6.35,6.3,4.01,5169
20955,0.56,Ideal,D,VS2,60.9,56.0,5.36,5.31,3.25,2066
20956,0.7,Ideal,I,VS2,61.9,53.2,5.68,5.71,3.56,2240
20957,1.03,Ideal,G,VVS2,61.2,57.0,6.48,6.52,3.98,8483
20958,2.0,Good,E,SI2,57.7,61.0,8.31,8.19,4.76,17760
20959,0.3,Ideal,G,VVS2,61.5,57.0,4.29,4.33,2.65,684
20960,1.07,Ideal,E,VS2,60.0,56.0,6.64,6.62,3.98,7190
20961,1.14,Ideal,H,SI1,61.6,57.0,6.68,6.73,4.13,5146
20962,1.24,Very Good,I,SI2,61.6,59.0,6.87,6.9,4.24,5497
20963,1.13,Good,G,I1,63.4,58.0,6.58,6.61,4.18,3127
20964,0.74,Ideal,D,VS2,61.4,58.0,5.8,5.83,3.57,3668
20965,0.35,Ideal,E,VS1,61.6,57.0,4.5,4.53,2.78,829
20966,1.06,Premium,G,SI1,61.5,59.0,6.57,6.53,4.03,5113
20967,0.54,Ideal,H,VVS1,60.4,55.0,5.32,5.27,3.2,1944
20968,0.42,Ideal,D,SI1,61.9,55.0,4.79,4.84,2.98,756
20969,0.55,Ideal,F,VVS2,61.5,57.0,5.24,5.27,3.23,2294
20970,0.3,Premium,I,VVS2,61.9,61.0,4.32,4.28,2.66,675
20971,0.3,Ideal,D,VS2,60.8,57.0,4.31,4.34,2.63,710
20972,2.01,Ideal,G,SI2,61.0,54.0,8.01,8.13,4.92,16922
20973,0.23,Very Good,E,VVS1,61.0,58.0,3.99,4.01,2.44,485
20974,0.51,Premium,G,VS2,62.9,58.0,5.11,5.06,3.2,1546
20975,0.46,Very Good,F,VVS1,61.4,57.0,4.95,4.99,3.05,1657
20976,1.5,Very Good,H,VS2,63.4,57.0,7.27,7.2,4.59,10206
20977,0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,629
20978,0.57,Ideal,G,VS1,62.0,55.0,5.29,5.35,3.3,1851
20979,0.32,Premium,G,SI2,61.6,59.0,4.38,4.35,2.69,540
20980,0.38,Premium,G,VS1,61.0,58.0,4.67,4.71,2.86,833
20981,1.04,Ideal,H,SI1,60.3,57.0,6.55,6.58,3.96,4629
20982,1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,7602
20983,1.02,Premium,G,VS2,59.8,58.0,6.58,6.54,3.92,6169
20984,1.63,Ideal,F,I1,62.0,55.0,7.57,7.5,4.68,7229
20985,0.4,Ideal,D,SI1,61.8,55.0,4.74,4.78,2.94,772
20986,0.54,Premium,F,IF,61.9,60.0,5.26,5.21,3.24,2391
20987,0.57,Ideal,H,VS1,61.3,56.0,5.36,5.38,3.29,1554
20988,0.51,Very Good,G,VVS2,63.1,58.0,5.11,5.07,3.21,1974
20989,0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,969
20990,0.42,Premium,D,SI1,59.8,59.0,4.91,4.86,2.92,1040
20991,1.23,Ideal,G,VS2,62.4,57.0,6.88,6.83,4.28,8233
20992,0.31,Premium,J,VS1,60.7,60.0,4.39,4.34,2.65,523
20993,1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59,9384
20994,1.03,Ideal,G,SI1,60.9,57.0,6.54,6.5,3.97,5037
20995,0.31,Very Good,E,SI1,63.0,58.0,4.29,4.31,2.71,507
20996,1.32,Fair,H,I1,65.8,55.0,6.87,6.83,4.51,4140
20997,2.01,Very Good,J,VS1,61.2,60.0,8.06,8.14,4.96,14812
20998,0.3,Ideal,D,VS2,62.0,56.0,4.33,4.35,2.69,710
20999,0.31,Ideal,H,VS2,61.4,56.0,4.38,4.42,2.7,646
21000,0.5,Very Good,E,SI1,60.7,61.0,5.09,5.13,3.1,1354
21001,0.99,Fair,J,SI1,58.0,67.0,6.57,6.5,3.79,2949
21002,1.13,Ideal,I,SI2,61.7,57.0,6.7,6.59,4.13,4385
21003,1.02,Ideal,G,VS1,62.0,55.0,6.4,6.53,4.01,6968
21004,1.14,Ideal,F,I1,61.7,57.0,6.7,6.67,4.13,3824
21005,0.41,Good,F,SI1,58.4,58.0,4.91,4.96,2.88,676
21006,0.36,Premium,J,SI1,61.6,60.0,4.58,4.54,2.81,527
21007,0.31,Ideal,I,VS1,61.3,54.0,4.39,4.46,2.7,502
21008,0.23,Very Good,E,VVS2,61.4,62.0,3.9,3.95,2.41,505
21009,0.57,Premium,F,SI2,61.4,56.0,5.38,5.29,3.28,1176
21010,1.03,Ideal,G,VS1,60.8,57.0,6.55,6.57,3.99,7587
21011,0.72,Ideal,E,VVS2,61.7,55.0,5.76,5.78,3.56,4927
21012,1.04,Ideal,D,VS1,61.6,57.0,6.52,6.56,4.03,10709
21013,0.72,Very Good,D,VS2,62.9,58.0,5.67,5.71,3.58,3493
21014,0.3,Ideal,G,VS1,63.1,55.0,4.25,4.31,2.7,624
21015,0.4,Ideal,F,VVS2,61.6,56.0,4.73,4.77,2.93,1196
21016,0.31,Very Good,E,SI1,63.5,55.0,4.35,4.31,2.75,698
21017,2.03,Ideal,I,SI2,61.5,54.0,8.22,8.2,5.05,14061
21018,0.76,Premium,I,VS1,59.3,62.0,5.93,5.85,3.49,2753
21019,0.32,Ideal,D,VVS1,61.8,56.0,4.4,4.37,2.71,973
21020,1.1,Good,G,SI2,64.2,56.0,6.55,6.51,4.19,4084
21021,1.55,Premium,J,VS1,61.6,58.0,7.39,7.42,4.56,7733
21022,0.77,Good,F,VS2,60.3,61.0,5.89,5.96,3.57,2911
21023,2.08,Premium,I,SI2,61.2,58.0,8.24,8.16,5.02,15321
21024,0.41,Premium,F,SI1,59.8,59.0,4.85,4.82,2.89,969
21025,0.23,Very Good,D,VVS2,58.5,62.0,4.04,4.06,2.37,472
21026,0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,3.02,773
21027,0.8,Premium,J,VS2,62.7,61.0,5.89,5.84,3.68,2045
21028,0.37,Premium,E,SI1,59.3,58.0,4.73,4.75,2.81,649
21029,1.09,Ideal,F,VVS2,62.5,55.0,6.6,6.52,4.1,9845
21030,0.3,Ideal,D,VS2,62.0,55.0,4.34,4.31,2.68,911
21031,0.4,Very Good,D,SI1,61.4,56.0,4.72,4.83,2.93,772
21032,0.23,Very Good,E,VVS1,62.2,59.0,3.92,3.96,2.45,465
21033,0.3,Ideal,E,VVS2,61.4,55.0,4.36,4.34,2.67,1125
21034,1.0,Fair,F,SI2,65.1,55.0,6.26,6.23,4.07,3265
21035,2.1,Ideal,I,SI1,61.7,55.0,8.21,8.13,5.04,13182
21036,1.47,Very Good,J,VS2,62.5,59.0,7.18,7.23,4.5,6763
21037,0.51,Very Good,I,SI2,63.3,58.0,5.09,5.02,3.2,995
21038,0.91,Very Good,I,VS2,59.9,58.0,6.35,6.27,3.78,4008
21039,0.36,Very Good,D,SI1,60.4,58.0,4.6,4.64,2.79,663
21040,1.01,Ideal,G,SI2,61.5,57.0,6.5,6.42,3.97,4299
21041,1.21,Very Good,D,SI2,62.4,58.0,6.77,6.83,4.24,6248
21042,0.43,Ideal,F,SI1,61.3,56.0,4.86,4.9,2.99,739
21043,1.12,Very Good,E,SI1,61.3,63.0,6.68,6.73,4.11,6098
21044,1.01,Premium,E,VS2,60.2,58.0,6.56,6.52,3.94,6335
21045,0.9,Very Good,F,VS2,62.7,58.0,6.12,6.19,3.86,5160
21046,0.46,Good,F,SI2,64.0,57.0,4.88,4.83,3.11,787
21047,2.03,Fair,H,I1,64.4,59.0,7.91,7.85,5.07,6002
21048,1.17,Ideal,I,SI1,61.7,56.0,6.73,6.78,4.17,6405
21049,2.01,Good,D,SI2,59.9,65.0,8.07,8.0,4.81,16776
21050,0.25,Ideal,F,VS1,62.1,57.0,4.01,4.04,2.5,595
21051,0.7,Very Good,F,VS1,62.2,58.0,5.64,5.75,3.54,2889
21052,1.52,Ideal,H,SI2,62.0,60.0,7.31,7.37,4.55,8620
21053,0.9,Ideal,E,VS1,61.7,56.0,6.19,6.22,3.83,6230
21054,1.51,Very Good,H,VS2,62.8,60.0,7.25,7.28,4.56,11166
21055,0.7,Ideal,H,SI1,62.1,56.0,5.74,5.67,3.54,2113
21056,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1306
21057,0.33,Ideal,G,VS1,61.4,54.0,4.48,4.44,2.74,854
21058,0.71,Very Good,E,VS1,62.6,59.0,5.68,5.76,3.58,3464
21059,0.9,Very Good,G,SI2,64.2,60.0,6.02,6.09,3.89,3437
21060,1.0,Premium,H,SI2,61.0,60.0,6.42,6.36,3.9,3472
21061,0.52,Ideal,G,VVS2,62.1,56.0,5.14,5.16,3.2,1833
21062,1.04,Ideal,F,IF,61.8,55.0,6.49,6.56,4.03,10787
21063,0.31,Ideal,H,SI2,61.1,56.0,4.4,4.42,2.69,421
21064,0.72,Ideal,E,VS1,61.2,56.0,5.78,5.83,3.55,3409
21065,0.35,Very Good,H,VS2,59.8,62.0,4.57,4.63,2.75,545
21066,1.57,Very Good,H,SI2,58.6,62.0,7.71,7.64,4.5,9077
21067,1.51,Fair,H,SI2,65.4,60.0,7.06,6.96,4.6,6291
21068,0.42,Ideal,E,VVS1,61.8,56.0,4.81,4.83,2.98,1176
21069,0.35,Premium,G,VS1,62.6,56.0,4.52,4.49,2.82,845
21070,2.0,Good,J,VS2,58.0,62.0,8.17,8.25,4.76,13542
21071,0.41,Ideal,F,VS2,61.8,57.0,4.73,4.78,2.94,863
21072,0.34,Ideal,D,I1,61.4,55.0,4.5,4.52,2.77,413
21073,1.31,Premium,G,VS2,60.3,59.0,7.08,7.12,4.28,8818
21074,0.3,Premium,I,VVS1,61.2,60.0,4.29,4.27,2.62,709
21075,1.21,Ideal,I,VS1,62.2,54.5,6.81,6.86,4.25,6418
21076,1.02,Ideal,F,SI2,60.7,56.0,6.53,6.5,3.95,4541
21077,0.78,Ideal,G,SI1,62.2,55.0,5.87,5.9,3.66,3267
21078,1.13,Ideal,F,VS2,60.1,56.0,6.76,6.84,4.09,8157
21079,0.51,Ideal,E,SI1,62.5,56.0,5.1,5.07,3.18,1443
21080,1.13,Premium,H,VS2,62.0,57.0,6.68,6.62,4.12,5650
21081,1.08,Premium,D,VS2,61.2,60.0,6.63,6.61,4.05,7824
21082,0.48,Ideal,F,IF,62.1,55.0,5.0,5.05,3.12,2154
21083,0.65,Ideal,D,VVS2,60.7,57.0,5.63,5.65,3.42,4275
21084,1.5,Ideal,I,VS1,61.3,57.0,7.35,7.32,4.5,10080
21085,0.76,Ideal,F,VS2,62.6,56.0,5.82,5.78,3.63,2960
21086,1.01,Good,H,VS1,63.8,59.0,6.3,6.34,4.03,5416
21087,1.01,Very Good,H,SI1,61.8,60.0,6.38,6.44,3.96,4855
21088,0.3,Ideal,G,VS1,62.8,57.0,4.29,4.25,2.68,776
21089,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,11786
21090,0.4,Ideal,J,VVS1,62.4,54.0,4.73,4.75,2.96,704
21091,1.59,Very Good,I,VS1,61.2,57.8,7.5,7.52,4.6,11018
21092,0.52,Premium,G,VS2,61.0,60.0,5.19,5.13,3.15,1577
21093,1.56,Premium,I,VS2,60.8,59.0,7.56,7.51,4.58,7326
21094,1.5,Very Good,J,VVS2,62.8,62.0,7.22,7.25,4.54,7840
21095,0.23,Very Good,D,VS2,62.7,58.0,3.86,3.89,2.43,362
21096,0.52,Ideal,E,VS1,62.5,56.0,5.11,5.16,3.21,1668
21097,0.37,Very Good,G,VS2,60.7,57.0,4.64,4.69,2.83,649
21098,1.0,Good,E,VVS2,63.5,55.0,6.31,6.36,4.02,8750
21099,2.36,Ideal,J,VS2,60.1,59.0,8.64,8.69,5.21,17534
21100,0.72,Good,D,VS1,63.3,55.0,5.69,5.75,3.62,3570
21101,1.29,Ideal,G,VVS2,62.4,57.0,6.94,6.97,4.34,10614
21102,1.71,Good,F,SI2,64.0,59.0,7.53,7.44,4.79,11225
21103,2.63,Premium,J,I1,62.3,61.0,8.81,8.76,5.47,10628
21104,0.71,Premium,I,VVS2,61.9,60.0,5.69,5.75,3.54,2428
21105,1.8,Very Good,E,SI1,62.2,57.0,7.81,7.89,4.88,17273
21106,0.92,Fair,F,SI1,66.0,57.0,6.04,5.99,3.97,3323
21107,0.53,Ideal,G,VS2,61.6,57.0,5.15,5.2,3.19,1769
21108,0.71,Ideal,F,VS1,62.1,55.0,5.82,5.68,3.57,2839
21109,0.33,Very Good,J,VS1,62.8,58.0,4.38,4.41,2.76,434
21110,0.58,Ideal,E,SI1,61.6,55.0,5.38,5.33,3.3,1758
21111,1.01,Good,G,VS2,58.9,61.0,6.46,6.55,3.83,5756
21112,0.7,Good,I,SI1,63.6,61.0,5.63,5.59,3.57,2142
21113,1.57,Very Good,D,SI1,62.3,59.0,7.39,7.44,4.62,12304
21114,0.53,Ideal,E,VS2,60.7,57.0,5.27,5.3,3.2,1743
21115,0.42,Ideal,F,VVS2,61.6,55.0,4.84,4.87,2.99,1069
21116,0.48,Ideal,G,VS1,61.9,55.0,5.02,5.06,3.12,1615
21117,0.4,Ideal,G,VVS2,62.4,57.0,4.7,4.73,2.94,917
21118,1.22,Premium,G,VS2,61.2,58.0,6.81,6.91,4.2,7729
21119,0.51,Very Good,F,VS1,63.3,57.0,5.06,5.09,3.21,1627
21120,0.5,Good,J,SI1,63.2,55.0,5.03,5.07,3.19,912
21121,2.54,Very Good,I,SI2,63.4,56.0,8.68,8.64,5.49,12095
21122,0.46,Very Good,G,VS1,62.8,57.0,4.92,4.83,3.06,1049
21123,0.4,Very Good,F,IF,61.1,57.0,4.73,4.77,2.9,1217
21124,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,1292
21125,0.3,Ideal,E,VS2,61.3,57.0,4.33,4.29,2.64,844
21126,0.37,Ideal,H,VS1,61.8,55.0,4.63,4.66,2.87,668
21127,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2367
21128,0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,2922
21129,1.04,Very Good,H,VS1,61.2,55.0,6.54,6.56,4.01,6141
21130,0.72,Premium,J,VS1,63.0,56.0,5.72,5.67,3.59,1875
21131,0.71,Premium,F,VVS1,58.1,58.0,5.92,5.88,3.43,3347
21132,0.33,Ideal,D,VVS2,60.9,57.0,4.48,4.46,2.72,1021
21133,0.9,Very Good,J,VVS1,60.4,60.0,6.23,6.28,3.78,3746
21134,1.01,Good,F,VS2,62.5,62.0,6.32,6.38,3.97,6089
21135,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,892
21136,1.0,Fair,H,SI2,63.7,54.0,6.42,6.27,4.06,3164
21137,0.32,Very Good,E,SI1,62.0,60.0,4.38,4.43,2.73,486
21138,0.51,Very Good,D,VS2,62.5,58.0,5.12,5.18,3.22,1668
21139,0.4,Ideal,D,VS1,62.3,54.0,4.7,4.74,2.94,1064
21140,1.06,Ideal,H,SI2,59.4,57.0,6.67,6.63,3.95,4452
21141,0.71,Premium,I,VVS2,61.4,56.0,5.79,5.75,3.54,2386
21142,1.04,Very Good,G,VS2,63.4,55.0,6.48,6.42,4.09,6232
21143,0.51,Ideal,G,VS1,62.3,53.5,5.09,5.14,3.19,1652
21144,0.4,Premium,F,VVS1,60.2,59.0,4.74,4.76,2.86,1263
21145,0.41,Very Good,F,SI1,63.0,56.0,4.71,4.78,2.99,705
21146,1.01,Very Good,G,VVS2,63.2,59.0,6.35,6.27,3.99,7267
21147,0.91,Very Good,E,VS2,62.9,55.0,6.13,6.17,3.87,4823
